McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
1,0,0,0,1,22,702,849,88,1.0,0.0,1.0,0.0,4.0,4057.0,2.0,0
32,0,1,0,181,246,706,850,90,32.0,0.0,181.0,0.0,5.0,1649.0,2.0,1
25,0,5,3,198,295,707,851,90,25.0,0.0,198.0,0.0,4.0,1649.0,2.0,0
18,0,1,0,85,131,708,852,90,18.0,0.0,85.0,0.0,3.0,4057.0,2.0,1
66,0,2,1,376,525,709,853,90,66.0,0.0,376.0,0.0,6.0,1649.0,2.0,1
2,0,6,0,33,81,710,854,90,2.0,0.0,33.0,0.0,1.0,1649.0,1.0,1
1,0,3,0,8,42,711,855,90,1.0,0.0,8.0,0.0,1.0,1649.0,1.0,0
4,0,0,0,56,89,713,856,90,4.0,0.0,56.0,0.0,3.0,1649.0,2.0,0
1,0,0,0,1,22,712,857,90,1.0,0.0,1.0,0.0,1.0,1649.0,1.0,0
22,0,1,1,121,183,715,858,92,22.0,0.0,121.0,0.0,2.0,4057.0,2.0,1
7,0,1,0,73,114,716,859,92,7.0,0.0,73.0,0.0,1.0,1649.0,1.0,0
11,0,1,0,55,99,717,860,92,11.0,0.0,55.0,0.0,2.0,4057.0,2.0,0
20,0,1,1,114,160,718,861,92,20.0,0.0,114.0,0.0,2.0,1649.0,1.0,0
13,0,0,0,70,106,719,862,92,13.0,0.0,70.0,0.0,1.0,1649.0,1.0,0
33,0,4,7,165,228,720,863,92,33.0,0.0,165.0,0.0,1.0,1649.0,1.0,0
1,0,0,0,1,22,721,864,92,1.0,0.0,1.0,0.0,1.0,1649.0,1.0,0
1,0,0,0,1,23,617,865,76,1.0,0.0,1.0,0.0,4.0,4057.0,2.0,0
1,0,1,0,7,36,722,866,93,1.0,0.0,7.0,0.0,1.0,1649.0,1.0,0
1,0,18,3,43,166,723,867,93,1.0,0.0,43.0,0.0,14.0,4057.0,3.0,0
1,0,21,4,37,183,724,868,93,1.0,0.0,37.0,0.0,10.0,4057.0,2.0,1
3,0,3,2,31,68,725,869,93,3.0,0.0,31.0,0.0,12.0,4057.0,2.0,0
53,0,2,27,324,388,726,870,93,53.0,0.0,324.0,0.0,22.0,1649.0,3.0,1
13,0,2,14,121,166,727,871,93,13.0,0.0,121.0,0.0,15.0,1649.0,3.0,1
35,0,2,24,242,300,728,872,93,35.0,0.0,242.0,0.0,13.0,4057.0,3.0,1
1,0,1,0,5,25,729,873,93,1.0,0.0,5.0,0.0,6.0,1649.0,2.0,0
1,0,1,3,11,33,731,874,93,1.0,0.0,11.0,0.0,5.0,4057.0,2.0,0
1,0,8,4,22,97,732,875,93,1.0,0.0,22.0,0.0,7.0,4057.0,2.0,1
1,0,5,4,20,63,733,876,93,1.0,0.0,20.0,1.0,12.0,4057.0,3.0,0
1,0,18,4,35,169,734,877,93,1.0,0.0,35.0,0.0,14.0,4057.0,3.0,1
12,0,3,5,150,212,735,878,94,12.0,0.0,150.0,1.0,36.0,1649.0,4.0,0
18,0,0,0,166,227,736,879,94,18.0,0.0,166.0,1.0,24.0,4057.0,5.0,0
58,0,2,10,437,591,737,880,94,58.0,0.0,437.0,11.0,97.0,1649.0,5.0,1
1,0,5,13,37,115,738,881,94,1.0,0.0,37.0,1.0,26.0,4057.0,5.0,0
35,0,0,0,283,361,739,882,94,35.0,0.0,283.0,0.0,6.0,4057.0,2.0,0
1,0,0,0,1,24,740,883,94,1.0,0.0,1.0,0.0,5.0,1649.0,3.0,0
50,0,9,18,393,511,741,884,95,50.0,0.0,393.0,3.0,61.0,4057.0,3.0,0
8,0,0,0,145,189,742,885,95,8.0,0.0,145.0,0.0,14.0,1649.0,3.0,0
3,0,2,5,97,143,743,886,95,3.0,0.0,97.0,1.0,46.0,1649.0,3.0,0
18,0,4,10,184,260,744,887,95,18.0,0.0,184.0,2.0,59.0,1649.0,3.0,1
3,0,0,0,18,46,746,888,95,3.0,0.0,18.0,0.0,6.0,1649.0,2.0,0
1,0,0,0,1,22,745,889,95,1.0,0.0,1.0,0.0,3.0,4057.0,2.0,0
5,0,1,14,96,134,747,890,96,5.0,0.0,96.0,0.0,2.0,4057.0,2.0,1
5,0,1,19,120,162,748,891,96,5.0,0.0,120.0,0.0,2.0,4057.0,2.0,1
24,0,4,23,311,396,749,892,96,24.0,0.0,311.0,1.0,46.0,1649.0,3.0,0
14,0,4,6,144,207,750,893,96,14.0,0.0,144.0,1.0,37.0,1649.0,3.0,0
1,0,3,8,24,76,751,894,96,1.0,0.0,24.0,0.0,2.0,4057.0,2.0,1
15,0,4,10,168,232,752,895,96,15.0,0.0,168.0,3.0,47.0,1649.0,3.0,0
1,0,3,13,35,91,753,896,96,1.0,0.0,35.0,0.0,2.0,4057.0,2.0,1
1,0,0,0,1,22,754,897,96,1.0,0.0,1.0,0.0,3.0,4057.0,2.0,0
1,0,0,0,1,21,730,898,93,1.0,0.0,1.0,0.0,4.0,4057.0,2.0,0
1,0,1,1,56,88,624,899,77,1.0,0.0,56.0,1.0,4.0,4057.0,2.0,0
1,0,0,5,57,89,625,900,77,1.0,0.0,57.0,0.0,11.0,1649.0,3.0,0
12,0,0,10,293,364,626,901,77,12.0,0.0,293.0,1.0,21.0,1649.0,3.0,0
1,0,0,3,18,39,627,902,77,1.0,0.0,18.0,0.0,5.0,4057.0,2.0,0
25,0,0,10,213,284,628,903,77,25.0,0.0,213.0,2.0,20.0,4057.0,3.0,0
1,0,0,2,13,33,629,904,77,1.0,0.0,13.0,0.0,5.0,4057.0,2.0,0
1,0,1,3,64,99,679,905,85,1.0,0.0,64.0,0.0,1.0,1649.0,1.0,0
1,0,0,1,15,34,680,906,85,1.0,0.0,15.0,0.0,1.0,1649.0,1.0,0
1,0,0,1,7,26,681,907,85,1.0,0.0,7.0,0.0,1.0,1649.0,1.0,0
1,0,0,1,7,26,682,908,85,1.0,0.0,7.0,0.0,1.0,1649.0,1.0,0
2,0,0,2,61,99,703,909,89,2.0,0.0,61.0,0.0,21.0,1649.0,3.0,0
64,0,0,6,627,798,704,910,89,64.0,0.0,627.0,1.0,50.0,4057.0,3.0,0
10,0,0,3,94,142,705,911,89,10.0,0.0,94.0,1.0,10.0,1649.0,3.0,0
1,0,0,1,15,35,714,912,91,1.0,0.0,15.0,0.0,2.0,4057.0,2.0,0
