McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
8,0,1,4,104,139,1100,2306,296,8.0,0.0,104.0,2.0,36.0,5.0,21.0,0
1,0,1,6,37,72,1101,2307,296,1.0,0.0,37.0,0.0,4735.0,1.0,1.0,0
7,0,1,24,143,198,1102,2308,296,7.0,0.0,143.0,0.0,89.0,4.0,4.0,0
1,0,1,6,37,71,1103,2309,296,1.0,0.0,37.0,0.0,4735.0,1.0,1.0,0
2,0,1,1,16,42,1104,2310,296,2.0,0.0,16.0,0.0,4735.0,1.0,1.0,0
32,0,0,16,339,418,1107,2311,298,32.0,0.0,339.0,0.0,36.0,4.0,7.0,0
5,0,4,11,85,139,1108,2312,298,5.0,0.0,85.0,0.0,36.0,5.0,5.0,0
11,0,1,1,50,79,1109,2313,298,11.0,0.0,50.0,0.0,36.0,2.0,2.0,0
3,0,1,4,36,70,1110,2314,298,3.0,0.0,36.0,0.0,36.0,2.0,2.0,0
1,0,1,5,24,58,1112,2315,298,1.0,0.0,24.0,0.0,1466.0,1.0,1.0,0
1,0,6,0,17,97,1111,2316,298,1.0,0.0,17.0,0.0,36.0,3.0,3.0,0
9,0,1,5,110,170,1114,2317,300,9.0,0.0,110.0,0.0,319.0,4.0,6.0,0
8,0,8,1,70,142,1117,2318,302,8.0,0.0,70.0,1.0,1466.0,3.0,5.0,0
8,0,11,1,89,171,1118,2319,302,8.0,0.0,89.0,0.0,1466.0,3.0,4.0,0
32,0,1,2,120,156,1119,2320,302,32.0,0.0,120.0,1.0,22.0,5.0,13.0,1
8,0,10,1,82,164,1120,2321,302,8.0,0.0,82.0,1.0,762.0,2.0,3.0,0
30,0,1,2,106,142,1121,2322,302,30.0,0.0,106.0,0.0,474.0,3.0,5.0,0
54,0,1,2,206,256,1122,2323,302,54.0,0.0,206.0,2.0,762.0,6.0,21.0,1
1,0,0,21,77,119,1124,2324,304,1.0,0.0,77.0,0.0,1466.0,1.0,1.0,0
50,0,16,42,476,655,1125,2325,304,50.0,0.0,476.0,1.0,762.0,6.0,12.0,0
10,0,11,6,119,221,1126,2326,304,10.0,0.0,119.0,0.0,22.0,3.0,4.0,1
1,0,0,2,7,29,1127,2327,304,1.0,0.0,7.0,0.0,22.0,2.0,2.0,0
2,0,1,2,29,59,1131,2328,304,2.0,0.0,29.0,0.0,244.0,1.0,2.0,0
15,0,1,3,79,114,1132,2329,304,15.0,0.0,79.0,1.0,244.0,4.0,7.0,0
5,0,1,6,65,99,1133,2330,304,5.0,0.0,65.0,1.0,811.0,6.0,8.0,0
44,0,0,19,251,306,1134,2331,304,44.0,0.0,251.0,2.0,34.0,4.0,9.0,1
2,0,0,4,17,46,1128,2332,304,2.0,0.0,17.0,1.0,1466.0,4.0,5.0,0
3,0,1,2,21,49,1129,2333,304,3.0,0.0,21.0,0.0,244.0,1.0,1.0,0
3,0,1,19,79,127,1130,2334,304,3.0,0.0,79.0,1.0,1466.0,4.0,7.0,0
21,0,0,6,279,360,1139,2335,306,21.0,0.0,279.0,2.0,1466.0,4.0,11.0,1
22,0,2,18,279,373,1140,2336,306,22.0,0.0,279.0,1.0,1466.0,3.0,7.0,0
1,0,1,2,15,42,1141,2337,306,1.0,0.0,15.0,0.0,244.0,1.0,1.0,0
14,0,1,10,110,151,1142,2338,306,14.0,0.0,110.0,0.0,762.0,3.0,3.0,0
20,0,1,2,58,89,1148,2339,306,20.0,0.0,58.0,0.0,1466.0,2.0,5.0,0
12,0,0,5,85,121,1143,2340,306,12.0,0.0,85.0,2.0,1466.0,3.0,5.0,0
3,0,1,16,87,136,1144,2341,306,3.0,0.0,87.0,0.0,4735.0,2.0,2.0,0
1,0,1,1,15,42,1145,2342,306,1.0,0.0,15.0,0.0,244.0,1.0,2.0,0
1,0,1,15,59,99,1146,2343,306,1.0,0.0,59.0,0.0,244.0,1.0,4.0,0
6,0,1,11,73,113,1147,2344,306,6.0,0.0,73.0,0.0,1466.0,2.0,4.0,0
10,0,2,14,109,160,1149,2345,306,10.0,0.0,109.0,1.0,1466.0,3.0,3.0,0
1,0,0,0,12,38,1150,2346,306,1.0,0.0,12.0,0.0,319.0,2.0,2.0,0
1,0,1,7,21,50,1158,2347,309,1.0,0.0,21.0,1.0,36.0,2.0,4.0,0
13,0,0,0,89,118,1159,2348,309,13.0,0.0,89.0,1.0,1466.0,1.0,2.0,1
8,0,1,5,49,76,1160,2349,309,8.0,0.0,49.0,1.0,36.0,2.0,3.0,1
22,0,4,14,198,259,1161,2350,309,22.0,0.0,198.0,3.0,511.0,3.0,7.0,1
1,0,1,1,33,62,1162,2351,309,1.0,0.0,33.0,1.0,1466.0,1.0,3.0,0
3,0,1,1,39,66,1163,2352,309,3.0,0.0,39.0,1.0,1466.0,1.0,3.0,0
3,0,1,5,49,80,1164,2353,309,3.0,0.0,49.0,1.0,36.0,2.0,4.0,0
16,0,1,8,117,157,1165,2354,309,16.0,0.0,117.0,2.0,36.0,2.0,7.0,1
95,0,0,4,271,315,1170,2355,309,95.0,0.0,271.0,1.0,1466.0,4.0,11.0,0
7,0,1,3,79,119,1166,2356,309,7.0,0.0,79.0,3.0,36.0,5.0,10.0,0
3,0,2,9,64,110,1167,2357,309,3.0,0.0,64.0,0.0,762.0,2.0,2.0,0
31,0,34,8,317,613,1168,2358,309,31.0,0.0,317.0,0.0,34.0,3.0,8.0,0
2,0,0,0,125,183,1169,2359,309,2.0,0.0,125.0,0.0,36.0,2.0,3.0,0
4,0,0,2,46,73,1171,2360,309,4.0,0.0,46.0,1.0,1466.0,1.0,4.0,0
10,0,1,6,74,106,1172,2361,309,10.0,0.0,74.0,1.0,511.0,2.0,5.0,0
6,0,0,3,38,66,1183,2362,312,6.0,0.0,38.0,0.0,244.0,3.0,3.0,0
3,0,0,4,71,105,1179,2363,312,3.0,0.0,71.0,1.0,811.0,4.0,5.0,0
6,0,6,9,126,202,1180,2364,312,6.0,0.0,126.0,0.0,1466.0,1.0,1.0,1
11,0,12,1,93,225,1181,2365,312,11.0,0.0,93.0,0.0,34.0,2.0,3.0,0
1,0,0,0,13,37,1182,2366,312,1.0,0.0,13.0,0.0,1466.0,1.0,1.0,0
1,0,1,3,18,48,1184,2367,313,1.0,0.0,18.0,0.0,31.0,3.0,3.0,0
27,0,1,17,166,219,1185,2368,313,27.0,0.0,166.0,0.0,474.0,3.0,6.0,0
1,0,1,3,15,42,1218,2369,332,1.0,0.0,15.0,0.0,319.0,1.0,1.0,0
1,0,1,2,13,42,1219,2370,332,1.0,0.0,13.0,0.0,319.0,1.0,1.0,0
4,0,12,1,97,196,1220,2371,332,4.0,0.0,97.0,0.0,319.0,1.0,1.0,0
57,0,30,2,452,787,1221,2372,332,57.0,0.0,452.0,1.0,31.0,3.0,6.0,1
1,0,11,0,15,102,1222,2373,332,1.0,0.0,15.0,0.0,319.0,1.0,1.0,0
1,0,1,2,11,38,1223,2374,332,1.0,0.0,11.0,0.0,319.0,1.0,1.0,0
2,0,1,3,16,44,1224,2375,332,2.0,0.0,16.0,0.0,319.0,1.0,1.0,0
17,0,15,3,187,316,1225,2376,332,17.0,0.0,187.0,1.0,31.0,2.0,4.0,0
1,0,1,3,15,45,1226,2377,332,1.0,0.0,15.0,0.0,319.0,1.0,1.0,0
1,0,1,2,10,36,1227,2378,332,1.0,0.0,10.0,0.0,319.0,1.0,1.0,0
11,0,10,3,116,216,1228,2379,332,11.0,0.0,116.0,0.0,319.0,1.0,2.0,0
5,0,4,0,29,85,1230,2380,332,5.0,0.0,29.0,0.0,319.0,1.0,2.0,0
25,0,2,0,84,122,1231,2381,332,25.0,0.0,84.0,0.0,762.0,2.0,2.0,0
121,0,30,5,836,1281,1229,2382,332,121.0,0.0,836.0,1.0,31.0,3.0,8.0,1
71,0,1,29,561,671,1241,2383,335,71.0,0.0,561.0,5.0,4735.0,5.0,46.0,1
4,0,1,6,57,92,1242,2384,335,4.0,0.0,57.0,0.0,4735.0,1.0,2.0,0
10,0,1,18,148,198,1243,2385,335,10.0,0.0,148.0,0.0,4735.0,1.0,7.0,0
1,0,2,0,7,34,1246,2386,337,1.0,0.0,7.0,1.0,4735.0,1.0,2.0,0
1,0,1,0,3,27,1247,2387,337,1.0,0.0,3.0,0.0,4735.0,1.0,1.0,0
1,0,2,6,37,77,1248,2388,337,1.0,0.0,37.0,0.0,4735.0,1.0,1.0,0
1,0,1,5,23,55,1249,2389,337,1.0,0.0,23.0,0.0,4735.0,1.0,1.0,0
1,0,1,3,14,42,1250,2390,337,1.0,0.0,14.0,0.0,4735.0,1.0,1.0,0
9,0,1,8,75,110,1251,2391,337,9.0,0.0,75.0,0.0,31.0,3.0,5.0,0
1,0,9,3,21,83,1252,2392,337,1.0,0.0,21.0,0.0,4735.0,1.0,2.0,0
1,0,1,4,8,37,1253,2393,337,1.0,0.0,8.0,0.0,4735.0,1.0,1.0,0
1,0,1,7,50,86,1254,2394,337,1.0,0.0,50.0,0.0,4735.0,1.0,1.0,0
2,0,1,2,31,60,1255,2395,337,2.0,0.0,31.0,0.0,1466.0,2.0,4.0,0
6,0,1,8,60,100,1256,2396,337,6.0,0.0,60.0,0.0,4735.0,1.0,1.0,0
1,0,2,3,7,38,1257,2397,337,1.0,0.0,7.0,1.0,4735.0,1.0,2.0,0
6,0,1,10,58,97,1258,2398,337,6.0,0.0,58.0,0.0,4735.0,1.0,3.0,0
6,0,1,8,60,100,1259,2399,337,6.0,0.0,60.0,0.0,4735.0,1.0,1.0,0
1,0,2,3,7,41,1260,2400,337,1.0,0.0,7.0,0.0,4735.0,1.0,1.0,0
23,0,2,19,316,431,1261,2401,337,23.0,0.0,316.0,0.0,762.0,3.0,11.0,1
1,0,0,16,97,138,1262,2402,337,1.0,0.0,97.0,0.0,474.0,2.0,3.0,0
26,0,1,11,259,325,1264,2403,339,26.0,0.0,259.0,1.0,4735.0,2.0,16.0,1
2,0,1,5,83,117,1265,2404,339,2.0,0.0,83.0,0.0,4735.0,1.0,8.0,1
1,0,1,1,15,42,1266,2405,339,1.0,0.0,15.0,0.0,4735.0,1.0,2.0,0
8,0,1,15,103,148,1267,2406,340,8.0,0.0,103.0,0.0,4735.0,1.0,7.0,0
1,0,1,2,11,37,1268,2407,340,1.0,0.0,11.0,0.0,1466.0,2.0,2.0,0
30,0,1,4,231,290,1269,2408,340,30.0,0.0,231.0,3.0,4735.0,1.0,20.0,0
1,0,1,1,20,47,1270,2409,340,1.0,0.0,20.0,0.0,4735.0,1.0,2.0,0
116,0,1,18,777,953,1271,2410,340,116.0,0.0,777.0,4.0,2.0,3.0,30.0,1
4,0,1,5,81,118,1272,2411,340,4.0,0.0,81.0,0.0,4735.0,1.0,8.0,0
1,0,1,1,15,43,1273,2412,340,1.0,0.0,15.0,0.0,4735.0,1.0,2.0,0
7,0,1,0,35,65,1274,2413,340,7.0,0.0,35.0,0.0,1466.0,2.0,3.0,0
1,0,1,7,31,62,1282,2414,343,1.0,0.0,31.0,0.0,4735.0,1.0,1.0,0
1,0,1,0,8,33,1283,2415,344,1.0,0.0,8.0,0.0,4735.0,1.0,1.0,0
35,0,1,2,221,298,1284,2416,344,35.0,0.0,221.0,0.0,4735.0,3.0,5.0,1
2,0,3,2,30,80,1286,2417,346,2.0,0.0,30.0,0.0,319.0,1.0,1.0,0
1,0,8,0,18,76,1287,2418,346,1.0,0.0,18.0,0.0,319.0,1.0,1.0,0
38,0,2,0,206,275,1288,2419,346,38.0,0.0,206.0,0.0,319.0,1.0,1.0,0
1,0,3,0,5,38,1289,2420,346,1.0,0.0,5.0,0.0,319.0,1.0,1.0,0
1,0,1,0,8,32,1290,2421,346,1.0,0.0,8.0,0.0,319.0,1.0,1.0,0
4,0,3,1,57,107,1291,2422,346,4.0,0.0,57.0,0.0,319.0,1.0,1.0,0
1,0,14,0,105,348,1503,2423,432,1.0,0.0,105.0,0.0,319.0,2.0,3.0,0
1,0,5,2,24,69,1504,2424,433,1.0,0.0,24.0,0.0,474.0,1.0,1.0,0
1,0,1,1,39,72,2924,2425,700,1.0,0.0,39.0,0.0,1466.0,3.0,6.0,0
1,0,1,1,35,66,2925,2426,700,1.0,0.0,35.0,0.0,1466.0,4.0,8.0,0
1,0,0,3,72,108,3032,2427,724,1.0,0.0,72.0,0.0,474.0,1.0,1.0,0
6,0,2,4,338,488,3033,2428,724,6.0,0.0,338.0,0.0,1466.0,2.0,2.0,0
10,0,14,24,1314,1694,3034,2429,724,10.0,0.0,1314.0,0.0,1466.0,2.0,3.0,0
4,0,8,1,162,366,344,2430,80,4.0,0.0,162.0,0.0,1466.0,3.0,8.0,0
5,0,0,3,59,99,345,2431,80,5.0,0.0,59.0,0.0,22.0,2.0,3.0,0
2,0,0,3,37,65,408,2432,93,2.0,0.0,37.0,0.0,1466.0,2.0,4.0,0
12,0,1,1,103,135,543,2433,137,12.0,0.0,103.0,2.0,1466.0,1.0,3.0,0
2,0,0,4,100,148,1533,2434,439,2.0,0.0,100.0,0.0,479.0,2.0,7.0,0
1,0,0,2,15,38,1741,2435,474,1.0,0.0,15.0,1.0,474.0,3.0,4.0,0
3,0,0,6,71,102,1753,2436,476,3.0,0.0,71.0,2.0,26.0,4.0,6.0,0
1,0,1,2,128,165,1832,2437,486,1.0,0.0,128.0,0.0,762.0,3.0,5.0,0
1,0,1,3,63,91,1858,2438,488,1.0,0.0,63.0,0.0,762.0,3.0,4.0,0
4,0,1,0,26,56,1879,2439,491,4.0,0.0,26.0,0.0,1466.0,2.0,2.0,0
48,0,0,1,324,412,1953,2440,502,48.0,0.0,324.0,0.0,1466.0,3.0,3.0,0
11,0,0,2,212,257,1954,2441,502,11.0,0.0,212.0,0.0,230.0,2.0,2.0,0
60,0,0,8,465,545,1955,2442,502,60.0,0.0,465.0,0.0,1466.0,2.0,2.0,0
6,0,0,3,44,74,1956,2443,502,6.0,0.0,44.0,1.0,319.0,2.0,3.0,0
7,0,0,8,259,329,1957,2444,502,7.0,0.0,259.0,0.0,246.0,1.0,1.0,0
11,0,1,28,658,835,1293,2445,348,11.0,0.0,658.0,1.0,474.0,8.0,14.0,0
16,0,1,1,101,139,1294,2446,349,16.0,0.0,101.0,0.0,762.0,1.0,3.0,0
5,0,1,1,35,64,1295,2447,350,5.0,0.0,35.0,0.0,1466.0,2.0,4.0,0
4,0,1,1,54,86,1296,2448,351,4.0,0.0,54.0,0.0,1466.0,1.0,1.0,0
7,0,0,2,61,87,1297,2449,352,7.0,0.0,61.0,0.0,4735.0,2.0,5.0,0
7,0,1,1,65,97,1298,2450,353,7.0,0.0,65.0,0.0,511.0,2.0,2.0,0
13,0,1,1,85,124,1299,2451,354,13.0,0.0,85.0,0.0,511.0,1.0,1.0,0
19,0,0,2,106,141,1301,2452,356,19.0,0.0,106.0,0.0,511.0,1.0,2.0,1
6,0,0,5,121,151,1306,2453,357,6.0,0.0,121.0,1.0,230.0,2.0,4.0,0
31,0,0,2,202,256,1307,2454,358,31.0,0.0,202.0,0.0,762.0,1.0,1.0,0
11,0,1,1,120,160,1308,2455,359,11.0,0.0,120.0,0.0,4735.0,2.0,4.0,0
24,0,0,8,277,337,1309,2456,360,24.0,0.0,277.0,0.0,1466.0,2.0,2.0,0
1,0,1,1,56,102,1310,2457,360,1.0,0.0,56.0,0.0,246.0,1.0,1.0,0
3,0,1,1,82,137,1311,2458,360,3.0,0.0,82.0,0.0,246.0,1.0,1.0,0
1,0,1,1,44,84,1312,2459,360,1.0,0.0,44.0,0.0,246.0,1.0,1.0,0
1,0,0,4,21,46,1313,2460,361,1.0,0.0,21.0,0.0,1466.0,2.0,2.0,0
2,0,0,4,25,55,1314,2461,362,2.0,0.0,25.0,0.0,1466.0,2.0,2.0,0
1,0,0,4,21,50,1315,2462,362,1.0,0.0,21.0,0.0,1466.0,2.0,2.0,0
4,0,0,4,45,75,1316,2463,362,4.0,0.0,45.0,0.0,1466.0,2.0,3.0,0
3,0,0,4,42,73,1317,2464,362,3.0,0.0,42.0,0.0,1466.0,2.0,3.0,0
3,0,0,4,42,73,1318,2465,362,3.0,0.0,42.0,0.0,1466.0,2.0,3.0,0
15,0,1,1,127,167,1319,2466,363,15.0,0.0,127.0,0.0,1466.0,3.0,4.0,0
33,0,1,1,262,312,1320,2467,364,33.0,0.0,262.0,0.0,511.0,3.0,3.0,0
14,0,0,2,142,183,1321,2468,364,14.0,0.0,142.0,0.0,89.0,1.0,1.0,0
26,0,1,1,303,368,1322,2469,364,26.0,0.0,303.0,0.0,511.0,2.0,2.0,0
15,0,1,1,168,217,1323,2470,365,15.0,0.0,168.0,0.0,762.0,2.0,5.0,0
37,0,1,1,255,315,1324,2471,365,37.0,0.0,255.0,0.0,762.0,4.0,18.0,0
20,0,1,1,160,209,1325,2472,365,20.0,0.0,160.0,0.0,1466.0,2.0,4.0,0
11,0,1,3,80,121,1326,2473,365,11.0,0.0,80.0,0.0,762.0,1.0,1.0,0
15,0,1,2,150,203,1327,2474,366,15.0,0.0,150.0,0.0,511.0,3.0,4.0,0
16,0,1,1,156,194,1328,2475,367,16.0,0.0,156.0,0.0,1466.0,3.0,4.0,0
21,0,2,0,118,156,1329,2476,368,21.0,0.0,118.0,0.0,762.0,1.0,1.0,0
12,0,1,12,211,284,1330,2477,369,12.0,0.0,211.0,0.0,1466.0,2.0,2.0,0
7,0,1,1,83,124,1331,2478,369,7.0,0.0,83.0,0.0,479.0,3.0,5.0,0
5,0,1,1,62,110,1332,2479,369,5.0,0.0,62.0,0.0,4735.0,1.0,2.0,0
1,0,1,4,29,60,1333,2480,370,1.0,0.0,29.0,0.0,4735.0,1.0,1.0,0
1,0,1,7,39,73,1334,2481,370,1.0,0.0,39.0,0.0,4735.0,1.0,1.0,0
4,0,1,1,105,151,1335,2482,370,4.0,0.0,105.0,0.0,4735.0,2.0,7.0,0
8,0,1,1,139,191,1336,2483,370,8.0,0.0,139.0,0.0,4735.0,1.0,5.0,0
7,0,0,3,121,174,1337,2484,371,7.0,0.0,121.0,0.0,1466.0,4.0,8.0,0
6,0,1,1,72,112,1338,2485,372,6.0,0.0,72.0,0.0,762.0,4.0,5.0,0
11,0,0,8,94,134,1974,2486,507,11.0,0.0,94.0,1.0,511.0,1.0,2.0,1
1,0,0,2,15,40,1992,2487,513,1.0,0.0,15.0,0.0,319.0,2.0,2.0,0
1,0,1,1,30,58,2011,2488,516,1.0,0.0,30.0,0.0,762.0,2.0,2.0,0
20,0,0,4,169,217,2012,2489,516,20.0,0.0,169.0,1.0,319.0,2.0,3.0,0
1,0,0,2,37,65,2013,2490,516,1.0,0.0,37.0,0.0,1466.0,2.0,3.0,0
11,0,1,17,524,655,2014,2491,516,11.0,0.0,524.0,0.0,1466.0,5.0,9.0,0
5,0,0,3,35,61,2015,2492,516,5.0,0.0,35.0,0.0,1466.0,3.0,6.0,0
10,0,0,3,196,267,2016,2493,516,10.0,0.0,196.0,0.0,1466.0,2.0,5.0,0
8,0,1,1,93,131,2017,2494,516,8.0,0.0,93.0,0.0,1466.0,3.0,6.0,0
1,0,1,6,78,121,2018,2495,516,1.0,0.0,78.0,0.0,244.0,1.0,1.0,0
3,0,1,1,41,77,2019,2496,516,3.0,0.0,41.0,0.0,1466.0,2.0,4.0,0
4,0,2,3,89,139,2020,2497,516,4.0,0.0,89.0,2.0,1466.0,3.0,7.0,0
2,0,1,1,34,63,2021,2498,516,2.0,0.0,34.0,0.0,1466.0,2.0,4.0,0
10,0,0,3,87,130,2026,2499,518,10.0,0.0,87.0,0.0,1466.0,2.0,2.0,0
26,0,0,23,311,423,2027,2500,518,26.0,0.0,311.0,0.0,1466.0,6.0,21.0,0
21,0,1,3,171,229,2169,2501,542,21.0,0.0,171.0,1.0,1466.0,4.0,7.0,0
1,0,1,4,156,215,2170,2502,542,1.0,0.0,156.0,0.0,762.0,4.0,8.0,0
12,0,0,3,108,148,2171,2503,542,12.0,0.0,108.0,0.0,1466.0,3.0,5.0,0
2,0,0,4,40,69,2172,2504,542,2.0,0.0,40.0,0.0,319.0,3.0,6.0,0
7,0,1,1,50,81,2173,2505,542,7.0,0.0,50.0,0.0,1466.0,2.0,4.0,0
3,0,1,15,298,347,2056,2506,523,3.0,0.0,298.0,1.0,1466.0,3.0,5.0,0
11,0,1,31,381,486,2057,2507,523,11.0,0.0,381.0,1.0,31.0,6.0,7.0,0
1,0,1,1,153,194,2058,2508,523,1.0,0.0,153.0,1.0,244.0,4.0,6.0,0
1,0,1,5,78,120,2066,2509,526,1.0,0.0,78.0,0.0,1466.0,2.0,3.0,0
19,0,0,4,352,436,2093,2510,529,19.0,0.0,352.0,0.0,1466.0,4.0,15.0,0
1,0,1,1,38,68,2094,2511,529,1.0,0.0,38.0,0.0,4735.0,3.0,11.0,0
9,0,1,5,321,393,2095,2512,529,9.0,0.0,321.0,2.0,511.0,4.0,15.0,0
7,0,1,10,641,828,2096,2513,529,7.0,0.0,641.0,0.0,4735.0,3.0,11.0,0
39,0,0,6,381,510,2097,2514,529,39.0,0.0,381.0,0.0,1466.0,5.0,15.0,0
45,0,0,7,499,626,2098,2515,529,45.0,0.0,499.0,0.0,4735.0,3.0,13.0,0
5,0,0,2,107,154,2099,2516,529,5.0,0.0,107.0,0.0,4735.0,3.0,11.0,0
2,0,1,3,181,246,2100,2517,529,2.0,0.0,181.0,0.0,4735.0,3.0,12.0,0
1,0,1,3,99,147,2101,2518,529,1.0,0.0,99.0,0.0,4735.0,3.0,11.0,0
4,0,1,1,73,114,2102,2519,529,4.0,0.0,73.0,0.0,4735.0,3.0,11.0,0
3,0,0,3,116,163,2103,2520,529,3.0,0.0,116.0,0.0,4735.0,3.0,10.0,0
9,0,1,5,335,430,2104,2521,529,9.0,0.0,335.0,0.0,4735.0,3.0,13.0,0
4,0,1,2,120,169,2105,2522,529,4.0,0.0,120.0,0.0,4735.0,3.0,11.0,0
20,0,1,3,413,539,2106,2523,529,20.0,0.0,413.0,0.0,4735.0,3.0,11.0,0
25,0,1,3,268,341,2107,2524,529,25.0,0.0,268.0,1.0,1466.0,1.0,3.0,0
5,0,1,1,87,124,2108,2525,529,5.0,0.0,87.0,1.0,4735.0,3.0,3.0,0
2,0,1,1,62,103,2109,2526,529,2.0,0.0,62.0,0.0,4735.0,3.0,10.0,0
2,0,1,2,94,144,2110,2527,529,2.0,0.0,94.0,0.0,4735.0,3.0,11.0,0
1,0,1,1,54,94,2111,2528,529,1.0,0.0,54.0,0.0,4735.0,3.0,11.0,0
30,0,1,1,166,215,2112,2529,529,30.0,0.0,166.0,0.0,4735.0,3.0,11.0,0
6,0,1,1,103,151,2113,2530,529,6.0,0.0,103.0,0.0,4735.0,3.0,12.0,0
1,0,1,1,67,106,2114,2531,529,1.0,0.0,67.0,0.0,4735.0,3.0,12.0,0
1,0,1,3,308,416,2115,2532,529,1.0,0.0,308.0,0.0,4735.0,3.0,4.0,0
2,0,1,1,13,37,2116,2533,529,2.0,0.0,13.0,0.0,1466.0,1.0,1.0,0
2,0,1,1,59,94,2117,2534,529,2.0,0.0,59.0,0.0,4735.0,3.0,14.0,0
5,0,0,2,68,101,2119,2535,529,5.0,0.0,68.0,0.0,4735.0,3.0,11.0,0
3,0,1,2,133,189,2118,2536,529,3.0,0.0,133.0,0.0,4735.0,3.0,12.0,0
18,0,1,4,325,412,2120,2537,529,18.0,0.0,325.0,0.0,4735.0,3.0,11.0,0
1,0,1,1,117,170,2121,2538,529,1.0,0.0,117.0,0.0,4735.0,3.0,11.0,0
5,0,1,1,131,179,2122,2539,529,5.0,0.0,131.0,0.0,4735.0,3.0,11.0,0
1,0,1,2,115,174,2123,2540,529,1.0,0.0,115.0,0.0,4735.0,3.0,10.0,0
1,0,1,1,127,178,2124,2541,529,1.0,0.0,127.0,0.0,1466.0,3.0,14.0,0
1,0,0,8,435,598,2154,2542,533,1.0,0.0,435.0,0.0,4735.0,4.0,12.0,0
1,0,1,3,101,149,2155,2543,533,1.0,0.0,101.0,0.0,762.0,1.0,1.0,0
1,0,1,2,47,89,2174,2544,543,1.0,0.0,47.0,0.0,4735.0,3.0,10.0,0
1,0,1,1,35,68,2175,2545,543,1.0,0.0,35.0,0.0,1466.0,2.0,3.0,0
1,0,0,3,66,103,2167,2546,541,1.0,0.0,66.0,0.0,4735.0,3.0,4.0,0
1,0,1,1,50,88,2168,2547,541,1.0,0.0,50.0,0.0,1466.0,2.0,3.0,0
6,0,1,3,93,127,2176,2548,544,6.0,0.0,93.0,0.0,1466.0,2.0,4.0,0
1,0,0,7,291,360,2177,2549,545,1.0,0.0,291.0,0.0,4735.0,3.0,10.0,0
8,0,1,3,81,123,1339,2550,373,8.0,0.0,81.0,0.0,1466.0,3.0,4.0,0
3,0,0,2,19,44,2190,2551,547,3.0,0.0,19.0,0.0,319.0,2.0,2.0,0
3,0,0,2,39,75,2191,2552,547,3.0,0.0,39.0,0.0,1466.0,1.0,1.0,0
9,0,1,2,62,107,2201,2553,552,9.0,0.0,62.0,0.0,31.0,3.0,3.0,0
4,0,0,2,26,51,2214,2554,555,4.0,0.0,26.0,0.0,511.0,1.0,1.0,0
1,0,1,2,26,56,2226,2555,558,1.0,0.0,26.0,0.0,1466.0,2.0,3.0,0
4,0,1,1,24,60,2239,2556,561,4.0,0.0,24.0,0.0,34.0,1.0,1.0,0
1,0,1,7,201,257,2240,2557,561,1.0,0.0,201.0,0.0,1466.0,2.0,4.0,0
2,0,1,9,147,197,2241,2558,561,2.0,0.0,147.0,0.0,1466.0,2.0,5.0,0
5,0,0,2,67,102,2540,2559,628,5.0,0.0,67.0,0.0,1466.0,2.0,2.0,0
1,0,1,6,57,92,2285,2560,569,1.0,0.0,57.0,0.0,1466.0,2.0,3.0,0
1,0,1,2,63,91,2298,2561,571,1.0,0.0,63.0,0.0,246.0,3.0,5.0,0
1,0,1,1,50,81,2299,2562,571,1.0,0.0,50.0,0.0,1466.0,2.0,3.0,0
1,0,1,2,32,67,2304,2563,574,1.0,0.0,32.0,0.0,1466.0,4.0,6.0,0
2,0,2,0,20,50,2329,2564,582,2.0,0.0,20.0,0.0,91.0,1.0,1.0,0
10,0,1,7,264,343,2334,2565,584,10.0,0.0,264.0,3.0,2.0,4.0,6.0,0
1,0,1,1,38,70,2365,2566,587,1.0,0.0,38.0,0.0,1466.0,2.0,3.0,0
1,0,1,1,42,75,2366,2567,587,1.0,0.0,42.0,0.0,1466.0,2.0,3.0,0
1,0,0,2,39,66,2367,2568,587,1.0,0.0,39.0,0.0,1466.0,2.0,3.0,0
5,0,1,2,84,120,2368,2569,587,5.0,0.0,84.0,0.0,1466.0,3.0,4.0,0
4,0,1,17,300,392,2369,2570,587,4.0,0.0,300.0,0.0,1466.0,3.0,5.0,0
46,0,1,20,479,568,2370,2571,587,46.0,0.0,479.0,1.0,762.0,4.0,9.0,0
17,0,1,6,202,267,2381,2572,590,17.0,0.0,202.0,0.0,1466.0,2.0,3.0,0
5,0,0,7,227,285,2383,2573,592,5.0,0.0,227.0,0.0,1466.0,3.0,4.0,0
1,0,1,7,113,161,2390,2574,597,1.0,0.0,113.0,1.0,4735.0,4.0,6.0,0
4,0,0,4,59,93,2399,2575,600,4.0,0.0,59.0,0.0,511.0,1.0,2.0,0
1,0,0,1,7,30,2400,2576,600,1.0,0.0,7.0,0.0,511.0,1.0,1.0,0
1,0,0,1,7,30,2401,2577,600,1.0,0.0,7.0,0.0,511.0,1.0,1.0,0
1,0,0,1,7,30,2402,2578,600,1.0,0.0,7.0,0.0,511.0,1.0,2.0,0
1,0,0,1,7,30,2403,2579,600,1.0,0.0,7.0,0.0,511.0,1.0,3.0,0
