McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,1,15,13,0,8,0
1,0,18,15,14,0,9,0
11,0,37,15,13,0,8,0
8,0,91,15,23,0,10,0
1,0,24,15,11,0,8,0
1,0,30,15,11,0,8,0
1,0,1,15,13,0,8,0
1,0,40,15,20,0,9,0
1,0,33,15,11,0,8,0
20,0,138,15,37,4,13,0
1,0,1,15,13,0,8,0
4,0,39,753,21,0,9,0
11,0,75,15,42,1,13,0
4,0,35,15,19,0,9,0
14,0,85,15,26,0,11,0
1,0,9,15,11,0,8,0
1,0,1,15,13,0,8,0
2,0,45,15,22,0,10,0
1,0,38,15,14,0,9,0
50,0,250,1147,40,1,12,0
1,0,1,15,13,0,8,0
1,0,38,15,17,0,10,0
7,0,49,15,20,4,9,1
10,0,70,15,19,0,10,0
5,0,48,15,17,0,9,0
2,0,59,15,16,0,9,0
1,0,27,15,11,0,8,0
1,0,50,15,11,0,8,0
1,0,64,15,11,0,8,0
6,0,43,15,14,0,9,0
6,0,43,15,14,0,9,0
1,0,10,1147,17,1,8,0
1,0,10,15,11,0,8,0
1,0,12,15,11,0,8,0
1,0,1,15,13,0,8,0
7,0,88,2899,2,0,2,0
4,0,36,2899,4,0,2,0
5,0,89,2899,2,0,2,0
4,0,36,2899,4,0,2,0
1,0,1,2899,2,0,2,0
1,0,95,407,54,1,13,0
15,0,200,1147,23,4,8,0
2,0,41,288,26,4,6,0
4,0,78,288,34,4,8,0
5,0,81,288,32,0,8,0
1,0,75,1147,6,1,2,0
2,0,50,1147,6,1,2,0
4,0,57,2899,2,0,2,0
4,0,74,2899,2,0,2,0
1,0,57,1733,3,0,3,0
1,0,48,1733,3,0,3,0
4,0,65,15,26,0,11,0
4,0,57,15,20,0,9,0
1,0,38,15,18,2,10,0
1,0,57,15,24,0,12,0
5,0,38,15,24,0,9,0
1,0,1,15,13,0,8,0
1,0,18,15,14,0,9,0
11,0,37,15,10,0,8,0
9,0,94,15,23,0,10,0
1,0,24,15,14,0,9,0
1,0,30,15,14,0,9,0
1,0,1,15,13,0,8,0
1,0,40,15,22,0,10,0
1,0,33,15,14,0,9,0
20,0,138,15,36,4,13,0
1,0,1,15,13,0,8,0
4,0,39,753,24,0,10,0
11,0,75,15,42,1,13,0
4,0,35,15,19,0,9,0
14,0,86,15,23,0,10,0
1,0,9,15,11,0,8,0
1,0,1,15,13,0,8,0
2,0,45,15,22,0,10,0
1,0,38,15,17,0,10,0
50,0,250,1147,45,1,12,0
1,0,1,15,13,0,8,0
1,0,38,15,17,0,10,0
7,0,49,15,23,4,10,1
10,0,70,15,22,0,11,0
5,0,48,15,20,0,10,0
2,0,58,15,16,0,9,0
1,0,27,15,14,0,9,0
1,0,50,15,14,0,9,0
1,0,64,15,14,0,9,0
6,0,43,15,17,0,10,0
6,0,43,15,17,0,10,0
6,0,43,15,22,0,11,0
1,0,10,1147,20,1,9,0
1,0,10,15,14,0,9,0
1,0,12,15,14,0,9,0
1,0,76,15,14,0,9,0
1,0,1,15,13,0,8,0
7,0,88,15,8,2,7,0
8,0,100,15,10,4,7,0
5,0,39,15,12,2,8,0
5,0,88,15,10,2,8,0
4,0,36,2899,4,0,2,0
1,0,1,2899,2,0,2,0
1,0,95,407,45,1,12,0
15,0,196,753,10,4,5,0
2,0,41,288,19,4,6,0
4,0,69,288,27,4,7,0
5,0,80,288,26,0,7,0
1,0,75,1147,6,1,2,0
2,0,50,1147,6,1,2,0
4,0,57,2899,2,0,2,0
4,0,74,2899,2,0,2,0
1,0,57,1733,2,0,2,0
1,0,48,1733,2,0,2,0
6,0,81,15,23,0,11,0
1,0,32,15,15,0,7,0
1,0,36,575,19,1,9,0
1,0,8,15,16,0,10,0
6,0,126,575,27,1,13,1
1,0,20,15,8,0,7,0
1,0,3,15,15,0,7,0
4,0,71,15,23,0,11,1
1,0,4,15,16,0,10,0
4,0,30,15,15,0,7,0
19,0,150,15,23,0,11,0
10,0,131,15,28,0,12,1
1,0,1,15,7,0,4,0
9,0,103,753,37,4,12,0
11,0,105,1147,33,5,11,1
1,0,31,51,8,0,5,0
1,0,8,51,8,0,5,0
5,0,59,575,4,0,4,0
8,0,125,2899,13,0,6,0
48,0,277,15,45,1,14,1
26,0,144,15,79,3,17,1
143,0,748,407,158,8,20,1
3,0,39,15,24,0,11,1
2,0,30,15,53,0,14,1
4,0,54,15,28,0,12,0
1,0,1,15,8,0,5,0
11,0,74,15,43,1,16,1
5,0,46,34,23,0,10,0
1,0,1,15,8,0,5,0
1,0,1,15,8,0,5,0
1,0,14,15,30,0,11,0
6,0,44,1147,49,1,12,0
1,0,1,15,8,0,5,0
7,0,38,15,25,0,11,1
1,0,15,2053,20,0,7,0
1,0,20,15,29,0,10,0
1,0,9,1118,12,0,6,0
1,0,14,2053,19,0,8,0
1,0,8,2053,18,0,7,0
1,0,8,831,12,1,4,0
1,0,14,1733,13,1,5,0
1,0,11,2899,8,0,4,0
1,0,24,2899,11,0,4,0
1,0,9,575,9,0,4,0
1,0,15,1733,26,0,8,0
1,0,44,288,47,0,8,0
1,0,193,407,101,7,17,0
1,0,61,407,13,2,5,0
11,0,447,1147,179,9,21,0
1,0,39,2899,14,1,7,0
1,0,12,1733,14,0,6,0
7,0,115,34,41,0,11,0
2,0,24,575,10,0,4,0
1,0,13,2053,11,0,6,0
1,0,14,2053,5,3,3,0
2,0,22,831,9,0,3,0
1,0,24,288,18,0,10,0
9,0,60,288,22,0,9,0
1,0,9,575,8,0,4,0
1,0,11,575,8,0,4,0
11,0,48,2053,13,0,6,0
1,0,30,2053,8,3,3,0
1,0,29,1147,3,0,3,0
1,0,42,407,2,0,2,0
3,0,124,288,76,0,10,0
1,0,55,288,34,0,9,0
1,0,14,1118,3,0,2,0
1,0,17,1118,3,0,2,0
1,0,14,288,12,0,9,0
5,0,130,15,35,0,12,0
1,0,9,831,5,4,2,0
1,0,9,831,5,4,2,0
1,0,3,831,5,4,2,0
1,0,3,831,5,4,2,0
1,0,21,831,5,4,2,0
1,0,20,163,5,2,3,0
2,0,17,575,9,3,6,0
3,0,22,163,5,2,3,0
16,0,104,163,65,2,16,0
3,0,36,407,11,2,9,0
1,0,1,163,13,2,8,0
2,0,17,163,5,2,3,0
2,0,40,163,18,2,10,0
2,0,23,163,8,3,5,0
6,0,39,163,21,2,10,0
106,0,663,407,208,30,28,1
1,0,1,34,8,4,5,0
10,0,64,34,8,4,5,0
21,0,265,753,38,9,12,0
1,0,9,34,6,2,5,0
2,0,45,753,15,4,8,0
1,0,29,1733,30,8,12,0
1,0,7,753,15,4,8,0
17,0,65,1147,51,23,14,0
4,0,37,34,6,2,5,0
1,0,58,288,19,4,8,0
1,0,28,34,16,6,9,0
1,0,15,163,7,2,5,0
1,0,97,1733,15,0,6,0
1,0,45,1733,26,9,11,0
1,0,139,1733,21,2,7,0
6,0,42,34,10,4,6,0
1,0,18,34,6,2,5,0
5,0,52,34,9,2,5,0
5,0,85,34,6,2,5,0
