McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
1,0,2,0,6,37,236,2437,31,1.0,0.0,6.0,3.0,0.0,3.0,1634.0,0
9,0,1,1,94,140,237,2438,31,9.0,0.0,94.0,2.0,0.0,1.0,828.0,0
11,0,0,5,112,147,238,2439,31,11.0,0.0,112.0,5.0,0.0,3.0,533.0,0
1,0,3,0,6,41,239,2440,31,1.0,0.0,6.0,1.0,0.0,1.0,3997.0,0
1,0,0,1,7,28,240,2441,31,1.0,0.0,7.0,6.0,0.0,2.0,5350.0,0
1,0,4,0,19,56,241,2442,31,1.0,0.0,19.0,1.0,0.0,1.0,3997.0,0
1,0,2,0,17,59,242,2443,31,1.0,0.0,17.0,1.0,0.0,1.0,3997.0,0
1,0,4,0,10,52,243,2444,31,1.0,0.0,10.0,1.0,0.0,1.0,3997.0,0
2,0,0,5,34,60,244,2445,31,2.0,0.0,34.0,3.0,0.0,3.0,2472.0,0
1,0,0,4,20,45,245,2446,31,1.0,0.0,20.0,6.0,0.0,2.0,5350.0,0
1,0,7,14,102,175,246,2447,31,1.0,0.0,102.0,8.0,0.0,4.0,268.0,0
1,0,10,2,16,88,247,2448,31,1.0,0.0,16.0,10.0,0.0,4.0,5350.0,0
14,0,2,6,112,160,248,2449,31,14.0,0.0,112.0,10.0,0.0,6.0,257.0,0
2,0,12,3,84,208,249,2450,31,2.0,0.0,84.0,15.0,0.0,5.0,2472.0,0
1,0,12,0,21,136,250,2451,31,1.0,0.0,21.0,12.0,0.0,6.0,665.0,0
1,0,1,0,24,54,251,2452,31,1.0,0.0,24.0,13.0,0.0,6.0,665.0,0
43,0,2,0,388,504,252,2453,31,43.0,0.0,388.0,31.0,0.0,13.0,5350.0,0
1,0,0,4,21,46,253,2454,31,1.0,0.0,21.0,1.0,0.0,1.0,3997.0,0
31,0,2,8,172,228,254,2455,31,31.0,0.0,172.0,7.0,0.0,5.0,412.0,0
2,0,1,2,24,71,255,2456,31,2.0,0.0,24.0,1.0,0.0,1.0,268.0,0
1,0,0,5,26,52,256,2457,31,1.0,0.0,26.0,6.0,0.0,2.0,5350.0,0
5,0,0,3,50,76,275,2458,33,5.0,0.0,50.0,8.0,0.0,4.0,268.0,0
3,0,1,2,27,54,276,2459,33,3.0,0.0,27.0,7.0,0.0,3.0,5350.0,0
6,0,1,3,64,95,277,2460,33,6.0,0.0,64.0,14.0,0.0,7.0,412.0,0
1,0,1,0,7,34,278,2461,33,1.0,0.0,7.0,1.0,0.0,1.0,3997.0,0
22,0,3,3,194,252,279,2462,33,22.0,0.0,194.0,9.0,0.0,3.0,5350.0,0
1,0,1,1,14,42,280,2463,33,1.0,0.0,14.0,3.0,0.0,2.0,310.0,0
1,0,1,2,28,65,281,2464,34,1.0,0.0,28.0,7.0,0.0,3.0,5350.0,0
2,0,4,6,104,162,282,2465,34,2.0,0.0,104.0,1.0,0.0,1.0,3997.0,0
1,0,1,2,29,55,283,2466,34,1.0,0.0,29.0,7.0,0.0,3.0,5350.0,0
16,0,1,0,182,232,284,2467,34,16.0,0.0,182.0,1.0,0.0,1.0,3997.0,0
8,0,0,3,84,114,285,2468,34,8.0,0.0,84.0,11.0,0.0,3.0,2472.0,0
14,0,2,0,164,228,286,2469,34,14.0,0.0,164.0,5.0,0.0,4.0,412.0,0
16,0,1,10,161,204,287,2470,35,16.0,0.0,161.0,17.0,0.0,7.0,224.0,0
14,0,2,5,144,191,288,2471,35,14.0,0.0,144.0,24.0,0.0,9.0,665.0,0
22,0,1,11,234,285,289,2472,35,22.0,0.0,234.0,26.0,0.0,11.0,310.0,0
3,0,10,3,95,178,290,2473,35,3.0,0.0,95.0,6.0,0.0,5.0,412.0,0
23,0,2,0,181,232,291,2474,35,23.0,0.0,181.0,1.0,0.0,1.0,3997.0,0
3,0,0,10,100,138,292,2475,35,3.0,0.0,100.0,4.0,0.0,3.0,236.0,0
5,0,1,2,70,107,293,2476,35,5.0,0.0,70.0,11.0,2.0,5.0,5350.0,0
1,0,0,3,22,47,294,2477,35,1.0,0.0,22.0,1.0,0.0,1.0,3997.0,0
9,0,2,4,88,132,295,2478,35,9.0,0.0,88.0,14.0,0.0,6.0,5350.0,0
3,0,3,6,54,100,297,2479,35,3.0,0.0,54.0,1.0,0.0,1.0,3997.0,0
2,0,0,0,85,126,296,2480,35,2.0,0.0,85.0,13.0,0.0,7.0,665.0,0
11,0,15,0,159,265,298,2481,35,11.0,0.0,159.0,1.0,0.0,1.0,3997.0,0
2,0,2,3,41,76,299,2482,35,2.0,0.0,41.0,18.0,0.0,7.0,268.0,0
5,0,0,4,96,128,300,2483,35,5.0,0.0,96.0,17.0,0.0,8.0,665.0,0
1,0,0,7,31,58,301,2484,35,1.0,0.0,31.0,1.0,0.0,1.0,1296.0,0
2,0,0,7,41,69,302,2485,35,2.0,0.0,41.0,1.0,0.0,1.0,1296.0,0
7,0,0,0,57,94,303,2486,35,7.0,0.0,57.0,9.0,0.0,5.0,2319.0,0
11,0,2,11,154,224,304,2487,35,11.0,0.0,154.0,5.0,0.0,4.0,665.0,0
3,0,3,0,30,66,305,2488,35,3.0,0.0,30.0,2.0,0.0,2.0,236.0,0
2,0,1,7,48,82,306,2489,35,2.0,0.0,48.0,4.0,0.0,4.0,236.0,0
11,0,5,5,183,242,310,2490,37,11.0,0.0,183.0,30.0,0.0,12.0,2319.0,0
3,0,0,43,786,954,311,2491,37,3.0,0.0,786.0,83.0,0.0,15.0,5350.0,0
7,0,0,3,78,113,312,2492,38,7.0,0.0,78.0,19.0,0.0,5.0,2319.0,0
45,0,2,1,289,339,313,2493,38,45.0,0.0,289.0,18.0,0.0,10.0,310.0,0
9,0,0,3,87,120,314,2494,38,9.0,0.0,87.0,19.0,0.0,5.0,2319.0,0
28,0,0,2,229,262,315,2495,38,28.0,0.0,229.0,23.0,0.0,8.0,505.0,0
6,0,1,1,47,79,316,2496,38,6.0,0.0,47.0,13.0,0.0,5.0,2472.0,0
1,0,1,2,28,57,317,2497,38,1.0,0.0,28.0,8.0,0.0,3.0,2472.0,0
58,0,0,3,362,410,318,2498,38,58.0,0.0,362.0,10.0,0.0,3.0,5350.0,0
1,0,1,2,28,57,319,2499,38,1.0,0.0,28.0,8.0,0.0,3.0,2472.0,0
35,0,1,1,349,396,320,2500,38,35.0,0.0,349.0,16.0,0.0,3.0,2472.0,0
3,0,0,2,44,69,321,2501,38,3.0,0.0,44.0,13.0,0.0,2.0,2472.0,0
10,0,2,1,100,136,322,2502,38,10.0,0.0,100.0,13.0,0.0,3.0,2472.0,0
5,0,2,1,60,91,323,2503,38,5.0,0.0,60.0,8.0,0.0,3.0,2472.0,0
3,0,0,20,198,266,324,2504,38,3.0,0.0,198.0,4.0,0.0,4.0,310.0,0
1,0,0,2,13,35,325,2505,38,1.0,0.0,13.0,1.0,0.0,1.0,2472.0,0
6,0,1,1,63,92,326,2506,38,6.0,0.0,63.0,15.0,0.0,8.0,2472.0,0
6,0,1,1,61,90,327,2507,38,6.0,0.0,61.0,12.0,0.0,3.0,2472.0,0
7,0,0,3,72,101,328,2508,38,7.0,0.0,72.0,9.0,0.0,2.0,2472.0,0
6,0,2,1,67,104,329,2509,38,6.0,0.0,67.0,15.0,0.0,6.0,310.0,0
4,0,0,2,48,74,330,2510,38,4.0,0.0,48.0,12.0,0.0,4.0,2472.0,0
23,0,0,2,232,282,331,2511,38,23.0,0.0,232.0,13.0,0.0,7.0,224.0,0
6,0,0,12,100,137,332,2512,38,6.0,0.0,100.0,4.0,0.0,4.0,310.0,0
19,0,2,1,236,284,333,2513,38,19.0,0.0,236.0,12.0,0.0,3.0,2472.0,0
88,0,7,7,669,810,334,2514,38,88.0,0.0,669.0,6.0,0.0,4.0,310.0,0
29,0,2,1,246,339,335,2515,38,29.0,0.0,246.0,19.0,0.0,8.0,5350.0,0
3,0,0,0,60,113,336,2516,38,3.0,0.0,60.0,1.0,0.0,1.0,3997.0,0
1,0,0,1,7,29,338,2517,40,1.0,0.0,7.0,1.0,0.0,1.0,268.0,0
1,0,0,2,15,37,339,2518,40,1.0,0.0,15.0,1.0,0.0,1.0,268.0,0
1,0,0,1,7,29,340,2519,40,1.0,0.0,7.0,2.0,0.0,2.0,5350.0,0
3,0,0,2,68,98,341,2520,40,3.0,0.0,68.0,7.0,0.0,5.0,665.0,0
1,0,0,2,34,62,342,2521,40,1.0,0.0,34.0,4.0,0.0,4.0,665.0,0
1,0,0,1,7,29,343,2522,40,1.0,0.0,7.0,4.0,0.0,2.0,5350.0,0
1,0,0,1,7,29,344,2523,40,1.0,0.0,7.0,2.0,0.0,2.0,5350.0,0
1,0,0,1,7,29,345,2524,40,1.0,0.0,7.0,2.0,0.0,2.0,1636.0,0
1,0,0,1,7,29,346,2525,40,1.0,0.0,7.0,1.0,0.0,1.0,2472.0,0
3,0,0,3,51,77,347,2526,40,3.0,0.0,51.0,4.0,0.0,3.0,5350.0,0
1,0,0,1,7,29,348,2527,40,1.0,0.0,7.0,2.0,0.0,2.0,412.0,0
7,0,0,2,113,149,349,2528,40,7.0,0.0,113.0,14.0,0.0,7.0,828.0,0
1,0,0,1,7,29,350,2529,40,1.0,0.0,7.0,1.0,0.0,1.0,2472.0,0
67,0,51,1,396,982,351,2530,41,67.0,0.0,396.0,5.0,0.0,5.0,268.0,0
1,0,2,2,15,48,352,2531,41,1.0,0.0,15.0,1.0,0.0,1.0,3997.0,0
189,0,60,1,764,1592,353,2532,41,189.0,0.0,764.0,4.0,0.0,4.0,268.0,0
6,0,0,2,33,55,354,2533,41,6.0,0.0,33.0,1.0,0.0,1.0,268.0,0
1,0,2,0,4,38,355,2534,41,1.0,0.0,4.0,1.0,0.0,1.0,3997.0,0
64,0,17,0,241,445,356,2535,41,64.0,0.0,241.0,1.0,0.0,1.0,3997.0,0
17,0,0,6,285,346,257,2536,32,17.0,0.0,285.0,50.0,0.0,13.0,2319.0,0
8,0,0,13,135,174,258,2537,32,8.0,0.0,135.0,42.0,0.0,12.0,310.0,0
1,0,0,2,16,40,259,2538,32,1.0,0.0,16.0,13.0,0.0,6.0,2319.0,0
1,0,0,2,9,32,260,2539,32,1.0,0.0,9.0,4.0,0.0,4.0,3997.0,0
1,0,0,6,59,92,261,2540,32,1.0,0.0,59.0,2.0,0.0,2.0,2472.0,0
1,0,0,4,44,79,262,2541,32,1.0,0.0,44.0,5.0,0.0,4.0,2472.0,0
1,0,0,10,57,89,263,2542,32,1.0,0.0,57.0,3.0,0.0,2.0,5350.0,0
5,0,0,10,254,308,264,2543,32,5.0,0.0,254.0,32.0,0.0,17.0,665.0,0
1,0,0,7,34,60,265,2544,32,1.0,0.0,34.0,2.0,0.0,1.0,5350.0,0
1,0,0,5,91,144,266,2545,32,1.0,0.0,91.0,18.0,0.0,12.0,310.0,0
2,0,0,2,21,44,267,2546,32,2.0,0.0,21.0,11.0,0.0,6.0,533.0,0
6,0,1,60,773,954,268,2547,32,6.0,0.0,773.0,122.0,0.0,19.0,143.0,0
1,0,0,3,34,59,269,2548,32,1.0,0.0,34.0,5.0,0.0,3.0,310.0,0
1,0,0,4,38,65,270,2549,32,1.0,0.0,38.0,11.0,0.0,5.0,5350.0,0
1,0,0,4,54,83,271,2550,32,1.0,0.0,54.0,7.0,0.0,4.0,2319.0,0
4,0,0,3,86,117,272,2551,32,4.0,0.0,86.0,15.0,0.0,8.0,5350.0,0
7,0,0,13,153,196,273,2552,32,7.0,0.0,153.0,16.0,0.0,6.0,533.0,0
14,0,1,4,214,293,274,2553,32,14.0,0.0,214.0,8.0,0.0,7.0,2319.0,0
1,0,0,5,52,91,307,2554,36,1.0,0.0,52.0,4.0,0.0,3.0,412.0,0
1,0,0,2,28,59,308,2555,36,1.0,0.0,28.0,3.0,0.0,2.0,665.0,0
2,0,0,2,24,48,309,2556,36,2.0,0.0,24.0,8.0,0.0,6.0,533.0,0
4,0,0,4,79,115,337,2557,39,4.0,0.0,79.0,1.0,0.0,1.0,5350.0,0
7,0,4,22,433,566,361,2558,45,7.0,0.0,433.0,3.0,0.0,2.0,5350.0,0
1,0,1,0,4,29,357,2559,43,1.0,0.0,4.0,2.0,0.0,1.0,268.0,0
1,0,0,1,18,39,358,2560,43,1.0,0.0,18.0,6.0,0.0,3.0,2472.0,0
1,0,0,1,25,73,359,2561,43,1.0,0.0,25.0,24.0,0.0,9.0,224.0,0
31,0,0,6,296,350,362,2562,46,31.0,0.0,296.0,14.0,0.0,10.0,5350.0,0
1,0,1,0,4,29,363,2563,46,1.0,0.0,4.0,3.0,0.0,2.0,1634.0,0
4,0,0,4,54,89,364,2564,46,4.0,0.0,54.0,11.0,0.0,7.0,224.0,0
1,0,0,4,8,32,365,2565,46,1.0,0.0,8.0,7.0,0.0,3.0,2472.0,0
3,0,1,5,52,92,366,2566,46,3.0,0.0,52.0,8.0,0.0,6.0,224.0,0
4,0,2,6,65,110,367,2567,46,4.0,0.0,65.0,5.0,0.0,3.0,1126.0,0
2,0,0,3,44,76,368,2568,46,2.0,0.0,44.0,23.0,0.0,11.0,224.0,0
1,0,3,0,21,61,373,2569,48,1.0,0.0,21.0,2.0,0.0,2.0,1296.0,0
1,0,0,2,16,42,360,2570,44,1.0,0.0,16.0,2.0,0.0,2.0,224.0,0
4,0,0,3,40,65,369,2571,47,4.0,0.0,40.0,6.0,0.0,3.0,5350.0,0
7,0,2,6,161,218,370,2572,47,7.0,0.0,161.0,14.0,0.0,8.0,224.0,0
1,0,0,2,9,31,371,2573,47,1.0,0.0,9.0,1.0,0.0,1.0,1296.0,0
1,0,0,0,84,116,374,2574,49,1.0,0.0,84.0,47.0,0.0,13.0,5350.0,0
1,0,2,1,13,71,375,2575,49,1.0,0.0,13.0,12.0,0.0,5.0,310.0,0
2,0,0,0,62,97,376,2576,49,2.0,0.0,62.0,40.0,0.0,11.0,5350.0,0
1,0,0,0,63,94,377,2577,49,1.0,0.0,63.0,49.0,0.0,12.0,1296.0,0
28,0,0,0,399,497,378,2578,49,28.0,0.0,399.0,59.0,0.0,12.0,2319.0,0
21,0,0,3,246,298,379,2579,49,21.0,0.0,246.0,55.0,0.0,15.0,5350.0,0
1,0,0,2,8,29,380,2580,49,1.0,0.0,8.0,6.0,0.0,3.0,5350.0,0
14,0,1,1,141,187,381,2581,49,14.0,0.0,141.0,4.0,0.0,3.0,5350.0,0
2,0,15,0,110,324,382,2582,49,2.0,0.0,110.0,68.0,0.0,11.0,5350.0,0
1,0,0,11,40,71,383,2583,49,1.0,0.0,40.0,20.0,0.0,7.0,1296.0,0
15,0,0,9,185,234,384,2584,49,15.0,0.0,185.0,51.0,0.0,10.0,5350.0,0
1,0,1,0,16,44,385,2585,49,1.0,0.0,16.0,29.0,0.0,8.0,5350.0,0
22,0,0,0,272,316,386,2586,49,22.0,0.0,272.0,53.0,0.0,11.0,1296.0,0
1,0,0,3,9,32,387,2587,49,1.0,0.0,9.0,14.0,0.0,8.0,5350.0,0
2,0,0,0,47,78,388,2588,49,2.0,0.0,47.0,11.0,0.0,8.0,310.0,0
1,0,0,1,9,31,401,2589,51,1.0,0.0,9.0,8.0,0.0,7.0,310.0,0
1,0,0,1,9,31,402,2590,51,1.0,0.0,9.0,8.0,0.0,7.0,310.0,0
6,0,0,7,118,152,389,2591,50,6.0,0.0,118.0,23.0,0.0,10.0,5350.0,0
20,0,0,13,463,619,390,2592,50,20.0,0.0,463.0,21.0,0.0,6.0,2319.0,0
6,0,0,10,190,267,391,2593,50,6.0,0.0,190.0,22.0,0.0,11.0,5350.0,0
1,0,0,4,23,48,392,2594,50,1.0,0.0,23.0,14.0,0.0,11.0,2319.0,0
1,0,0,3,24,62,393,2595,50,1.0,0.0,24.0,4.0,0.0,2.0,2319.0,0
1,0,0,3,99,139,394,2596,50,1.0,0.0,99.0,15.0,0.0,8.0,5350.0,0
1,0,0,3,6,28,395,2597,50,1.0,0.0,6.0,7.0,0.0,5.0,310.0,0
5,0,0,4,63,90,396,2598,50,5.0,0.0,63.0,16.0,0.0,10.0,828.0,0
20,0,1,14,494,601,397,2599,50,20.0,0.0,494.0,73.0,0.0,14.0,5350.0,0
3,0,0,6,71,103,398,2600,50,3.0,0.0,71.0,11.0,0.0,7.0,533.0,0
1,0,0,2,14,38,399,2601,50,1.0,0.0,14.0,5.0,0.0,5.0,310.0,0
2,0,0,2,22,46,400,2602,50,2.0,0.0,22.0,10.0,0.0,8.0,533.0,0
1,0,1,2,20,50,404,2603,52,1.0,0.0,20.0,7.0,0.0,5.0,310.0,0
1,0,1,1,6,31,405,2604,53,1.0,0.0,6.0,2.0,0.0,2.0,310.0,0
1,0,1,2,9,43,406,2605,53,1.0,0.0,9.0,8.0,0.0,4.0,505.0,0
1,0,1,0,63,123,407,2606,53,1.0,0.0,63.0,30.0,0.0,9.0,505.0,0
3,0,1,7,56,89,408,2607,53,3.0,0.0,56.0,2.0,0.0,2.0,310.0,0
3,0,0,7,49,80,409,2608,53,3.0,0.0,49.0,3.0,0.0,3.0,310.0,0
5,0,0,10,62,97,410,2609,53,5.0,0.0,62.0,2.0,0.0,2.0,2472.0,1
2,0,2,3,191,250,411,2610,53,2.0,0.0,191.0,53.0,0.0,10.0,1296.0,1
2,0,1,2,152,200,412,2611,53,2.0,0.0,152.0,33.0,0.0,12.0,505.0,1
4,0,2,10,97,142,413,2612,53,4.0,0.0,97.0,25.0,0.0,11.0,505.0,0
1,0,1,1,18,46,414,2613,53,1.0,0.0,18.0,12.0,0.0,7.0,5350.0,0
15,0,1,12,204,267,415,2614,53,15.0,0.0,204.0,19.0,0.0,5.0,1296.0,1
4,0,1,50,472,591,429,2615,55,4.0,0.0,472.0,74.0,0.0,13.0,5350.0,1
18,0,1,9,204,262,430,2616,55,18.0,0.0,204.0,58.0,0.0,12.0,505.0,0
21,0,3,20,185,250,431,2617,55,21.0,0.0,185.0,7.0,0.0,4.0,1296.0,0
6,0,1,3,60,96,432,2618,55,6.0,0.0,60.0,2.0,0.0,2.0,310.0,0
1,0,0,3,7,30,435,2619,57,1.0,0.0,7.0,1.0,0.0,1.0,1296.0,0
1,0,1,4,20,48,436,2620,57,1.0,0.0,20.0,4.0,0.0,4.0,828.0,0
14,0,2,16,271,355,437,2621,57,14.0,0.0,271.0,14.0,0.0,7.0,505.0,1
21,0,2,14,335,432,438,2622,57,21.0,0.0,335.0,28.0,0.0,9.0,505.0,1
24,0,1,17,157,209,439,2623,58,24.0,0.0,157.0,29.0,0.0,7.0,5350.0,0
1,0,1,1,5,31,440,2624,58,1.0,0.0,5.0,2.0,0.0,1.0,1296.0,0
1,0,1,1,5,30,441,2625,58,1.0,0.0,5.0,4.0,0.0,3.0,2472.0,0
1,0,1,1,6,32,442,2626,58,1.0,0.0,6.0,2.0,0.0,1.0,1296.0,0
1,0,1,1,5,30,443,2627,58,1.0,0.0,5.0,4.0,0.0,4.0,828.0,0
1,0,1,1,5,29,444,2628,58,1.0,0.0,5.0,2.0,0.0,2.0,310.0,0
2,0,0,3,98,136,448,2629,60,2.0,0.0,98.0,3.0,0.0,2.0,5350.0,0
1,0,3,0,7,46,449,2630,61,1.0,0.0,7.0,2.0,0.0,2.0,1296.0,0
1,0,1,2,6,32,450,2631,61,1.0,0.0,6.0,2.0,0.0,2.0,1296.0,0
1,0,4,8,35,91,451,2632,61,1.0,0.0,35.0,4.0,0.0,3.0,2472.0,0
8,0,1,11,102,143,452,2633,62,8.0,0.0,102.0,9.0,0.0,5.0,257.0,0
1,0,1,8,55,90,453,2634,62,1.0,0.0,55.0,6.0,0.0,3.0,2472.0,0
3,0,1,7,97,132,454,2635,62,3.0,0.0,97.0,19.0,0.0,10.0,2319.0,0
11,0,1,17,359,442,455,2636,62,11.0,0.0,359.0,27.0,0.0,10.0,1296.0,1
1,0,0,10,17,48,458,2637,64,1.0,0.0,17.0,13.0,0.0,4.0,5350.0,0
1,0,0,2,6,28,459,2638,64,1.0,0.0,6.0,2.0,0.0,2.0,1296.0,0
1,0,0,3,8,31,460,2639,64,1.0,0.0,8.0,7.0,0.0,3.0,5350.0,0
1,0,1,3,7,31,461,2640,65,1.0,0.0,7.0,2.0,0.0,2.0,310.0,0
1,0,1,1,5,29,462,2641,65,1.0,0.0,5.0,2.0,0.0,2.0,310.0,0
1,0,1,3,34,62,463,2642,65,1.0,0.0,34.0,13.0,0.0,7.0,5350.0,0
5,0,0,2,37,62,464,2643,65,5.0,0.0,37.0,9.0,0.0,3.0,5350.0,0
4,0,0,2,46,73,465,2644,65,4.0,0.0,46.0,10.0,0.0,5.0,5350.0,0
1,0,0,2,8,31,466,2645,65,1.0,0.0,8.0,5.0,0.0,4.0,3997.0,0
1,0,0,2,8,30,467,2646,65,1.0,0.0,8.0,4.0,0.0,3.0,5350.0,0
1,0,0,4,24,49,468,2647,65,1.0,0.0,24.0,4.0,0.0,3.0,5350.0,0
1,0,2,5,42,76,469,2648,65,1.0,0.0,42.0,3.0,0.0,3.0,310.0,0
1,0,0,4,19,45,470,2649,65,1.0,0.0,19.0,7.0,0.0,4.0,5350.0,0
1,0,1,4,10,38,474,2650,67,1.0,0.0,10.0,13.0,0.0,5.0,5350.0,0
1,0,1,4,22,50,475,2651,67,1.0,0.0,22.0,2.0,0.0,2.0,310.0,0
1,0,1,5,9,37,476,2652,67,1.0,0.0,9.0,4.0,0.0,4.0,5350.0,0
12,0,1,12,102,146,477,2653,67,12.0,0.0,102.0,4.0,0.0,3.0,2319.0,0
7,0,1,0,97,140,478,2654,67,7.0,0.0,97.0,6.0,0.0,3.0,2472.0,0
1,0,1,3,12,37,479,2655,67,1.0,0.0,12.0,6.0,0.0,4.0,1296.0,0
1,0,1,0,9,39,480,2656,67,1.0,0.0,9.0,2.0,0.0,2.0,310.0,0
17,0,1,0,169,226,481,2657,67,17.0,0.0,169.0,25.0,0.0,7.0,5350.0,0
8,0,1,9,86,127,482,2658,67,8.0,0.0,86.0,10.0,0.0,5.0,2319.0,0
5,0,1,8,58,96,483,2659,67,5.0,0.0,58.0,2.0,0.0,2.0,310.0,0
1,0,1,14,23,61,484,2660,67,1.0,0.0,23.0,18.0,0.0,5.0,5350.0,0
8,0,1,16,98,141,485,2661,67,8.0,0.0,98.0,14.0,0.0,5.0,5350.0,0
28,0,1,0,223,290,486,2662,67,28.0,0.0,223.0,40.0,0.0,11.0,5350.0,0
1,0,1,6,39,70,487,2663,67,1.0,0.0,39.0,2.0,0.0,2.0,310.0,0
9,0,1,17,148,201,488,2664,67,9.0,0.0,148.0,15.0,0.0,6.0,5350.0,0
11,0,1,6,88,125,489,2665,67,11.0,0.0,88.0,4.0,0.0,3.0,2319.0,0
1,0,1,13,25,63,490,2666,67,1.0,0.0,25.0,10.0,0.0,6.0,1296.0,0
12,0,1,20,139,189,491,2667,67,12.0,0.0,139.0,4.0,0.0,3.0,2319.0,0
53,0,1,0,375,484,492,2668,67,53.0,0.0,375.0,51.0,0.0,6.0,5350.0,0
6,0,0,8,60,92,493,2669,67,6.0,0.0,60.0,10.0,0.0,5.0,5350.0,0
1,0,0,0,94,134,502,2670,69,1.0,0.0,94.0,2.0,0.0,1.0,2319.0,0
7,0,0,0,68,101,503,2671,69,7.0,0.0,68.0,2.0,0.0,1.0,2319.0,0
4,0,0,0,67,98,504,2672,69,4.0,0.0,67.0,2.0,0.0,1.0,2319.0,0
29,0,0,0,369,444,505,2673,69,29.0,0.0,369.0,2.0,0.0,1.0,2319.0,0
15,0,0,0,120,162,506,2674,69,15.0,0.0,120.0,6.0,0.0,2.0,5350.0,0
28,0,0,0,416,525,507,2675,69,28.0,0.0,416.0,4.0,0.0,3.0,5350.0,0
29,0,0,0,262,341,508,2676,69,29.0,0.0,262.0,6.0,0.0,2.0,5350.0,0
16,0,0,0,198,246,509,2677,69,16.0,0.0,198.0,12.0,0.0,2.0,5350.0,0
13,0,2,10,191,243,510,2678,69,13.0,0.0,191.0,2.0,0.0,1.0,2319.0,0
23,0,0,0,201,260,511,2679,69,23.0,0.0,201.0,2.0,0.0,1.0,2319.0,0
1,0,1,5,11,40,515,2680,71,1.0,0.0,11.0,5.0,0.0,4.0,505.0,0
17,0,1,25,235,296,516,2681,71,17.0,0.0,235.0,20.0,0.0,6.0,2319.0,0
1,0,3,27,44,103,517,2682,71,1.0,0.0,44.0,43.0,0.0,11.0,5350.0,0
1,0,0,3,16,40,518,2683,71,1.0,0.0,16.0,8.0,0.0,4.0,5350.0,0
1,0,6,8,40,106,519,2684,71,1.0,0.0,40.0,4.0,0.0,3.0,2472.0,1
56,0,1,36,332,422,520,2685,71,56.0,0.0,332.0,15.0,0.0,6.0,2319.0,0
51,0,1,0,418,550,521,2686,71,51.0,0.0,418.0,65.0,0.0,9.0,1296.0,0
1,0,1,2,21,49,531,2687,73,1.0,0.0,21.0,8.0,0.0,6.0,5350.0,1
1,0,2,2,8,42,532,2688,73,1.0,0.0,8.0,8.0,0.0,5.0,2472.0,0
1,0,2,23,35,89,533,2689,73,1.0,0.0,35.0,39.0,0.0,7.0,2319.0,0
1,0,0,1,4,25,534,2690,73,1.0,0.0,4.0,3.0,0.0,3.0,310.0,0
1,0,1,1,5,29,535,2691,73,1.0,0.0,5.0,5.0,0.0,4.0,2472.0,0
1,0,1,6,41,73,536,2692,73,1.0,0.0,41.0,10.0,0.0,6.0,5350.0,0
1,0,1,2,13,39,537,2693,73,1.0,0.0,13.0,2.0,0.0,2.0,310.0,0
37,0,1,0,268,359,538,2694,73,37.0,0.0,268.0,60.0,0.0,7.0,5350.0,0
1,0,1,3,26,56,539,2695,73,1.0,0.0,26.0,9.0,0.0,6.0,5350.0,0
3,0,2,5,41,73,540,2696,73,3.0,0.0,41.0,4.0,0.0,4.0,505.0,0
1,0,1,1,10,36,541,2697,73,1.0,0.0,10.0,4.0,0.0,4.0,505.0,0
1,0,0,3,16,41,542,2698,73,1.0,0.0,16.0,4.0,0.0,4.0,310.0,0
1,0,1,2,18,47,543,2699,73,1.0,0.0,18.0,8.0,0.0,5.0,2319.0,0
1,0,1,2,6,34,548,2700,75,1.0,0.0,6.0,2.0,0.0,2.0,310.0,0
1,0,2,14,26,69,549,2701,75,1.0,0.0,26.0,29.0,0.0,8.0,2319.0,0
8,0,1,2,48,79,550,2702,75,8.0,0.0,48.0,24.0,0.0,7.0,1296.0,1
1,0,1,2,19,47,551,2703,75,1.0,0.0,19.0,5.0,0.0,2.0,1296.0,0
1,0,1,5,18,47,552,2704,75,1.0,0.0,18.0,4.0,0.0,3.0,1296.0,0
13,0,1,12,95,144,553,2705,75,13.0,0.0,95.0,12.0,0.0,5.0,2319.0,0
5,0,1,2,42,73,554,2706,75,5.0,0.0,42.0,14.0,0.0,4.0,1296.0,0
26,0,1,0,191,262,555,2707,75,26.0,0.0,191.0,42.0,0.0,10.0,5350.0,0
1,0,0,6,34,63,559,2708,77,1.0,0.0,34.0,2.0,0.0,2.0,310.0,0
11,0,0,22,152,200,560,2709,77,11.0,0.0,152.0,5.0,0.0,3.0,1296.0,0
1,0,0,1,4,25,561,2710,77,1.0,0.0,4.0,2.0,0.0,2.0,310.0,0
1,0,0,1,11,54,562,2711,77,1.0,0.0,11.0,2.0,0.0,2.0,310.0,0
17,0,0,1,127,151,563,2712,77,17.0,0.0,127.0,4.0,0.0,2.0,1296.0,0
1,0,0,1,4,25,564,2713,77,1.0,0.0,4.0,2.0,0.0,2.0,310.0,0
4,0,0,5,37,63,569,2714,79,4.0,0.0,37.0,2.0,0.0,2.0,310.0,0
10,0,0,7,82,110,570,2715,79,10.0,0.0,82.0,2.0,0.0,2.0,310.0,0
1,0,0,3,14,38,571,2716,79,1.0,0.0,14.0,2.0,0.0,2.0,310.0,0
