McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
2,0,0,5,23,48,1215,1194,133,2,0,23,1733,12,0,6,0
2,0,0,5,27,51,1216,1195,133,2,0,27,753,2,0,2,0
1,0,0,6,26,52,1217,1196,133,1,0,26,753,4,0,3,0
1,0,0,1,7,25,1218,1197,133,1,0,7,753,2,0,2,0
1,0,0,6,37,64,1219,1198,133,1,0,37,753,2,0,2,0
26,0,1,5,171,206,1220,1199,133,26,0,171,831,59,10,9,1
2,0,0,5,24,49,1221,1200,133,2,0,24,1733,13,0,6,0
2,0,0,5,27,51,1222,1201,133,2,0,27,753,2,0,2,0
1,0,0,6,26,53,1223,1202,133,1,0,26,753,4,0,3,0
5,0,0,9,70,103,1224,1203,133,5,0,70,831,30,1,9,1
5,0,1,8,56,91,1225,1204,133,5,0,56,831,18,0,8,0
6,0,1,6,78,98,1226,1205,133,6,0,78,288,23,2,8,1
16,0,1,11,159,192,1227,1206,133,16,0,159,831,39,5,8,1
3,0,1,5,47,61,1228,1207,133,3,0,47,1733,3,0,2,0
2,0,1,7,50,81,1229,1208,133,2,0,50,2899,8,1,5,0
1,0,0,5,19,45,1231,1209,133,1,0,19,831,5,0,4,0
1,0,0,6,26,52,1232,1210,133,1,0,26,831,5,0,4,0
5,0,0,7,72,102,1233,1211,133,5,0,72,288,28,8,9,1
15,0,1,11,150,193,1234,1212,133,15,0,150,831,70,11,9,1
1,0,0,6,31,57,1235,1213,133,1,0,31,753,4,0,3,0
1,0,1,3,39,71,1236,1214,133,1,0,39,2899,4,0,3,1
2,0,1,4,49,80,1237,1215,133,2,0,49,2899,5,0,3,1
1,0,1,5,36,67,1238,1216,133,1,0,36,2899,4,0,3,0
18,0,0,5,169,214,1239,1217,133,18,0,169,791,7,0,5,0
4,0,0,6,73,103,1240,1218,133,4,0,73,831,31,5,10,0
8,0,0,11,111,145,1241,1219,133,8,0,111,831,67,4,14,1
3,0,0,9,59,93,1242,1220,133,3,0,59,831,45,3,8,0
2,0,0,8,29,56,1243,1221,133,2,0,29,1733,9,0,6,1
1,0,0,8,28,54,1244,1222,133,1,0,28,753,2,0,2,0
1,0,0,7,24,50,1245,1223,133,1,0,24,753,2,0,2,0
30,0,0,6,189,228,1246,1224,133,30,0,189,831,41,1,8,1
1,0,0,5,34,61,1247,1225,133,1,0,34,1733,10,1,6,1
3,0,0,8,53,84,1248,1226,133,3,0,53,288,17,0,7,1
2,0,0,9,47,78,1249,1227,133,2,0,47,1733,9,0,6,0
1,0,0,9,43,73,1250,1228,133,1,0,43,2899,6,4,4,0
1,0,0,6,30,56,1251,1229,133,1,0,30,753,7,0,4,0
2,0,1,8,33,64,1252,1230,133,2,0,33,1733,12,1,6,0
2,0,0,9,47,78,1253,1231,133,2,0,47,1733,9,0,6,1
2,0,0,8,30,57,1254,1232,133,2,0,30,1733,9,0,6,1
2,0,0,7,27,53,1255,1233,133,2,0,27,831,3,0,2,0
1,0,0,6,26,52,1256,1234,133,1,0,26,753,2,0,2,0
2,0,0,9,31,59,1257,1235,133,2,0,31,288,17,0,7,1
2,0,0,9,43,74,1258,1236,133,2,0,43,288,17,0,7,0
2,0,0,9,36,64,1259,1237,133,2,0,36,2053,5,0,3,0
1,0,0,0,1,21,1230,1238,133,1,0,1,15,5,0,4,0
1,0,0,0,1,21,1100,1239,128,1,0,1,831,5,0,2,0
68,0,1,56,536,615,1260,1240,134,68,0,536,1147,50,5,11,1
162,0,0,0,1106,1226,1261,1241,134,162,0,1106,2899,405,26,15,1
1,0,0,0,55,93,1262,1242,135,1,0,55,15,17,1,6,0
4,0,0,0,61,99,1263,1243,135,4,0,61,15,39,3,9,0
1,0,0,0,33,65,1264,1244,135,1,0,33,831,10,0,5,0
1,0,0,0,26,55,1265,1245,135,1,0,26,831,19,1,6,0
1,0,0,0,26,55,1266,1246,135,1,0,26,831,10,0,5,0
2,0,0,0,27,59,1267,1247,135,2,0,27,831,27,1,7,0
5,0,0,6,46,71,1268,1248,135,5,0,46,831,16,0,7,0
2,0,0,0,27,57,1269,1249,135,2,0,27,831,10,0,5,0
1,0,0,0,24,51,1270,1250,135,1,0,24,831,21,0,6,0
10,0,0,6,48,73,1271,1251,135,10,0,48,831,16,0,7,1
1,0,0,0,27,37,1272,1252,135,1,0,27,831,7,0,5,0
5,0,0,0,41,69,1273,1253,135,5,0,41,831,21,4,7,0
3,0,0,6,44,69,1274,1254,135,3,0,44,831,16,0,7,0
5,0,0,0,41,70,1275,1255,135,5,0,41,831,7,0,5,0
1,0,1,22,27,76,1277,1256,135,1,0,27,831,26,2,8,0
1,0,1,4,9,39,1278,1257,135,1,0,9,831,11,0,6,0
3,0,1,19,117,160,1279,1258,135,3,0,117,831,32,3,8,0
1,0,0,8,44,73,1280,1259,135,1,0,44,288,16,3,7,0
1,0,1,14,60,103,1281,1260,135,1,0,60,15,37,1,9,0
1,0,0,0,1,20,1276,1261,135,1,0,1,831,4,0,3,0
7,0,0,9,93,122,1282,1262,136,7,0,93,288,40,0,7,0
1,0,1,4,8,35,1283,1263,136,1,0,8,831,12,0,5,0
57,0,1,20,299,356,1284,1264,136,57,0,299,1147,62,4,9,1
35,0,1,14,268,314,1285,1265,136,35,0,268,831,71,4,10,1
4,0,1,14,83,123,1286,1266,136,4,0,83,831,28,8,8,1
4,0,0,8,59,91,1287,1267,136,4,0,59,288,46,0,9,1
2,0,0,4,41,68,1288,1268,136,2,0,41,831,22,0,6,0
2,0,0,8,52,83,1289,1269,136,2,0,52,288,28,0,8,0
3,0,0,4,41,68,1290,1270,136,3,0,41,288,11,0,6,0
3,0,0,10,63,96,1291,1271,136,3,0,63,288,21,0,7,0
3,0,1,14,85,126,1292,1272,136,3,0,85,831,40,1,10,1
1,0,0,5,23,48,1293,1273,136,1,0,23,791,4,0,3,0
1,0,1,15,76,117,1294,1274,136,1,0,76,831,9,0,6,1
1,0,0,2,12,34,1295,1275,136,1,0,12,575,3,0,3,0
3,0,0,5,34,58,1296,1276,136,3,0,34,575,6,0,3,0
1,0,0,11,50,81,1297,1277,137,1,0,50,575,3,0,3,0
1,0,0,11,50,81,1298,1278,137,1,0,50,575,3,0,3,0
5,0,0,0,41,72,1299,1279,138,5,0,41,831,10,0,5,0
17,0,0,0,104,145,1300,1280,138,17,0,104,831,12,0,5,0
11,0,0,0,66,88,1301,1281,138,11,0,66,831,6,0,4,0
1,0,2,3,21,56,1302,1282,138,1,0,21,831,7,0,5,0
1,0,1,1,7,15,1304,1283,138,1,0,7,831,6,0,4,0
6,0,0,0,98,139,1305,1284,138,6,0,98,831,8,0,5,0
1,0,1,5,12,42,1306,1285,138,1,0,12,15,11,0,6,0
1,0,1,2,41,84,1307,1286,138,1,0,41,15,13,0,6,0
1,0,12,2,18,104,1308,1287,138,1,0,18,831,9,0,5,0
32,0,0,0,243,324,1309,1288,138,32,0,243,15,25,1,7,0
2,0,1,5,77,134,1310,1289,138,2,0,77,831,9,0,5,0
1,0,0,0,1,21,1303,1290,138,1,0,1,831,7,0,5,0
31,0,0,0,255,358,1311,1291,139,31,0,255,15,15,0,5,0
1,0,2,3,9,26,1312,1292,139,1,0,9,15,10,0,5,0
1,0,1,1,12,37,1313,1293,139,1,0,12,15,11,0,5,0
1,0,1,2,14,46,1315,1294,139,1,0,14,831,7,0,5,0
1,0,1,2,6,34,1316,1295,139,1,0,6,831,7,0,5,0
1,0,0,0,1,21,1314,1296,139,1,0,1,831,7,0,5,0
1,0,2,0,6,42,1327,1297,143,1,0,6,831,12,0,5,0
1,0,5,0,11,120,1328,1298,143,1,0,11,831,15,0,5,0
1,0,2,0,8,48,1329,1299,143,1,0,8,831,13,0,5,0
1,0,2,0,6,42,1330,1300,143,1,0,6,831,12,0,5,0
1,0,7,0,11,116,1331,1301,143,1,0,11,831,21,0,6,0
1,0,2,0,8,42,1332,1302,143,1,0,8,831,11,0,5,0
3,0,5,0,23,93,1333,1303,143,3,0,23,831,14,0,5,0
1,0,3,0,7,56,1334,1304,143,1,0,7,1733,8,0,4,0
1,0,3,0,9,93,1335,1305,143,1,0,9,831,17,0,5,0
1,0,2,0,8,43,1336,1306,143,1,0,8,831,16,0,6,0
2,0,12,0,48,202,1337,1307,143,2,0,48,831,22,0,5,0
1,0,3,0,8,56,1338,1308,143,1,0,8,831,12,0,5,0
1,0,4,0,11,75,1339,1309,143,1,0,11,831,13,0,5,0
1,0,2,0,8,73,1340,1310,143,1,0,8,831,13,0,5,0
1,0,10,0,16,126,1341,1311,143,1,0,16,831,20,0,5,0
1,0,2,0,6,38,1343,1312,143,1,0,6,1733,8,0,4,0
1,0,4,0,9,89,1344,1313,143,1,0,9,831,15,0,5,0
1,0,2,0,8,46,1345,1314,143,1,0,8,831,12,0,5,0
1,0,9,0,15,116,1346,1315,143,1,0,15,831,20,0,5,0
1,0,8,0,13,105,1347,1316,143,1,0,13,831,14,0,5,0
1,0,3,0,12,49,1348,1317,143,1,0,12,831,11,0,5,0
1,0,1,0,8,70,1349,1318,143,1,0,8,1733,7,0,4,0
1,0,6,0,11,83,1350,1319,143,1,0,11,831,14,0,6,0
13,0,1,7,253,352,1356,1320,145,13,0,253,288,24,0,6,0
2,0,1,15,82,124,1357,1321,145,2,0,82,831,16,0,5,0
7,0,1,3,68,103,1358,1322,145,7,0,68,831,7,0,5,0
3,0,1,3,55,90,1359,1323,145,3,0,55,831,7,0,5,0
6,0,1,12,104,150,1360,1324,145,6,0,104,831,25,1,6,0
6,0,1,12,106,152,1361,1325,145,6,0,106,831,23,0,5,0
1,0,1,2,193,223,1362,1326,145,1,0,193,831,31,0,5,1
3,0,3,1,64,100,1363,1327,145,3,0,64,831,9,0,5,0
24,0,1,20,225,300,1364,1328,145,24,0,225,1733,33,0,6,1
1,0,0,0,41,77,1365,1329,145,1,0,41,831,8,0,5,0
41,0,1,9,248,312,1366,1330,145,41,0,248,2053,33,4,9,1
10,0,1,12,122,171,1367,1331,145,10,0,122,831,24,2,5,0
4,0,0,0,45,87,1368,1332,145,4,0,45,288,35,0,7,0
6,0,1,12,104,149,1370,1333,145,6,0,104,831,25,1,6,0
3,0,1,8,65,101,1371,1334,146,3,0,65,831,13,0,6,0
3,0,1,8,65,101,1372,1335,146,3,0,65,831,13,0,6,0
16,0,1,8,191,249,1373,1336,146,16,0,191,831,20,0,6,0
1,0,0,0,1,22,1374,1337,146,1,0,1,831,4,0,4,0
3,0,1,9,62,99,1375,1338,147,3,0,62,831,7,0,5,0
3,0,1,10,70,109,1376,1339,147,3,0,70,831,10,0,5,0
1,0,1,7,38,70,1377,1340,147,1,0,38,831,8,0,5,0
1,0,1,4,35,66,1378,1341,147,1,0,35,831,8,0,5,0
1,0,1,8,43,77,1380,1342,147,1,0,43,831,8,0,5,0
1,0,0,0,1,21,1379,1343,147,1,0,1,831,4,0,4,0
2,0,1,6,51,84,1381,1344,148,2,0,51,831,10,0,5,0
1,0,1,6,47,82,1382,1345,148,1,0,47,831,7,0,5,0
3,0,1,7,46,80,1383,1346,148,3,0,46,2053,12,2,5,0
1,0,1,4,29,62,1384,1347,148,1,0,29,831,7,0,5,0
4,0,1,10,111,152,1387,1348,148,4,0,111,831,14,0,5,0
7,0,1,6,90,134,1385,1349,148,7,0,90,831,9,0,5,0
5,0,1,8,60,94,1386,1350,148,5,0,60,831,6,0,5,0
2,0,1,6,50,83,1388,1351,148,2,0,50,831,7,0,5,0
6,0,1,6,70,110,1390,1352,148,6,0,70,831,11,0,5,0
2,0,1,6,52,85,1392,1353,148,2,0,52,831,8,0,5,0
1,0,1,6,47,81,1391,1354,148,1,0,47,831,6,0,5,0
3,0,1,6,49,87,1393,1355,148,3,0,49,831,7,0,5,0
8,0,1,6,75,114,1394,1356,148,8,0,75,831,19,0,6,0
3,0,1,6,71,109,1395,1357,148,3,0,71,831,20,0,6,0
3,0,1,6,67,105,1396,1358,148,3,0,67,831,18,0,6,0
3,0,2,10,61,120,1397,1359,148,3,0,61,831,8,0,5,0
8,0,1,9,93,130,1398,1360,148,8,0,93,831,12,0,5,1
1,0,0,0,1,22,1389,1361,148,1,0,1,831,4,0,4,0
1,0,0,0,1,22,1369,1362,145,1,0,1,831,4,0,4,0
5,0,1,5,77,131,1399,1363,149,5,0,77,2899,22,0,8,1
1,0,1,4,24,52,1400,1364,149,1,0,24,831,9,0,5,0
9,0,1,9,82,128,1401,1365,149,9,0,82,831,23,0,5,0
48,0,2,22,343,459,1402,1366,149,48,0,343,2053,46,2,9,1
1,0,3,10,69,110,1403,1367,149,1,0,69,831,10,0,5,0
6,0,1,1,61,100,1404,1368,149,6,0,61,831,16,0,5,0
4,0,0,0,77,121,1405,1369,149,4,0,77,831,11,0,5,1
4,0,1,2,26,57,1406,1370,149,4,0,26,831,8,0,5,0
34,0,1,7,247,351,1407,1371,149,34,0,247,831,38,0,5,1
9,0,1,2,38,76,1408,1372,149,9,0,38,2899,19,0,8,0
5,0,1,2,27,59,1409,1373,149,5,0,27,831,7,0,5,0
1,0,0,0,13,43,1411,1374,149,1,0,13,831,8,0,5,0
12,0,1,7,94,139,1412,1375,149,12,0,94,831,18,0,5,1
13,0,1,10,124,174,1413,1376,149,13,0,124,831,28,0,5,1
1,0,1,8,54,93,1414,1377,149,1,0,54,831,11,0,5,0
1,0,0,0,1,21,1410,1378,149,1,0,1,831,4,0,4,0
1,0,0,0,2,35,1342,1379,143,1,0,2,831,9,0,5,0
1,0,6,1,9,65,1415,1380,150,1,0,9,753,17,0,5,0
1,0,0,2,5,26,1416,1381,150,1,0,5,1733,13,0,8,0
1,0,26,0,28,210,1417,1382,150,1,0,28,288,49,0,11,0
1,0,0,1,3,21,1418,1383,150,1,0,3,1733,10,0,7,0
1,0,12,0,14,110,1419,1384,150,1,0,14,1733,18,0,9,0
1,0,0,2,4,24,1420,1385,150,1,0,4,15,10,0,5,0
1,0,3,1,6,44,1421,1386,150,1,0,6,575,13,0,5,0
1,0,0,9,15,44,1422,1387,150,1,0,15,831,38,0,8,1
1,0,6,1,9,47,1423,1388,150,1,0,9,1733,10,0,5,0
28,0,0,19,154,197,1425,1389,150,28,0,154,831,24,0,8,0
1,0,0,16,83,119,1426,1390,151,1,0,83,2053,30,1,8,0
3,0,0,49,290,360,1427,1391,151,3,0,290,831,54,0,10,0
1,0,0,1,4,23,1428,1392,151,1,0,4,1733,10,0,7,0
1,0,0,28,138,186,1429,1393,151,1,0,138,1733,21,0,8,0
1,0,5,45,244,323,1430,1394,151,1,0,244,15,22,0,8,0
1,0,0,9,45,75,1431,1395,151,1,0,45,1733,19,0,8,0
41,0,0,23,223,272,1432,1396,151,41,0,223,831,44,0,8,1
1,0,0,16,81,103,1433,1397,151,1,0,81,288,18,0,6,0
1,0,0,0,1,21,1434,1398,151,1,0,1,831,3,0,3,0
1,0,0,0,1,21,1424,1399,150,1,0,1,2899,1,0,1,0
24,0,0,31,184,243,1435,1400,152,24,0,184,1147,22,4,8,0
1,0,0,3,233,261,1436,1401,152,1,0,233,1147,14,1,6,0
1,0,0,10,55,88,1437,1402,152,1,0,55,1147,6,0,5,0
1,0,0,8,35,63,1438,1403,152,1,0,35,1147,6,0,5,1
9,0,0,4,77,106,1439,1404,152,9,0,77,1147,17,4,7,0
4,0,1,4,47,78,1440,1405,152,4,0,47,1147,11,0,6,0
1,0,0,4,185,213,1441,1406,152,1,0,185,1147,18,2,6,0
26,0,1,3,213,352,1442,1407,152,26,0,213,1147,20,0,8,0
4,0,0,12,54,89,1443,1408,152,4,0,54,1147,6,0,5,0
34,0,0,25,274,327,1444,1409,152,34,0,274,1147,48,4,10,1
6,0,0,9,51,83,1445,1410,152,6,0,51,1147,10,4,6,0
14,0,0,29,206,256,1446,1411,152,14,0,206,1147,14,4,5,0
1,0,0,5,19,43,1453,1412,154,1,0,19,1147,7,0,5,0
8,0,0,9,58,89,1454,1413,154,8,0,58,1147,15,0,6,0
4,0,0,5,44,71,1455,1414,154,4,0,44,1147,6,0,5,0
2,0,0,5,22,46,1456,1415,154,2,0,22,1147,12,4,6,0
1,0,0,5,19,42,1457,1416,154,1,0,19,1147,6,0,5,0
11,0,0,7,79,105,1458,1417,154,11,0,79,1147,6,0,5,0
2,0,0,5,26,49,1459,1418,154,2,0,26,1147,21,4,7,0
1,0,0,5,19,42,1460,1419,154,1,0,19,1147,6,0,5,0
1,0,0,1,3,21,1461,1420,154,1,0,3,1147,5,0,5,0
1,0,0,5,41,69,1462,1421,154,1,0,41,1147,20,0,8,0
1,0,0,5,39,69,1463,1422,154,1,0,39,1147,11,4,6,0
6,0,0,15,91,129,1464,1423,154,6,0,91,1147,5,0,5,0
9,0,0,8,68,102,1465,1424,154,9,0,68,1147,5,0,5,0
9,0,0,12,83,117,1466,1425,154,9,0,83,1147,5,0,5,0
4,0,0,5,53,82,1468,1426,154,4,0,53,1147,11,4,6,0
5,0,0,9,68,98,1469,1427,154,5,0,68,1147,28,4,8,0
1,0,0,5,18,41,1470,1428,154,1,0,18,1147,12,4,6,0
3,0,0,9,39,67,1471,1429,154,3,0,39,1147,26,4,8,0
5,0,0,5,50,77,1472,1430,154,5,0,50,1147,12,4,6,0
7,0,0,9,71,101,1473,1431,154,7,0,71,1147,24,4,8,0
1,0,0,1,3,21,1474,1432,154,1,0,3,1147,5,0,5,0
1,0,0,5,19,42,1475,1433,154,1,0,19,1147,6,0,5,0
1,0,0,5,19,42,1476,1434,154,1,0,19,1147,6,0,5,0
2,0,0,10,83,113,1477,1435,155,2,0,83,15,30,0,11,1
1,0,0,5,28,53,1478,1436,155,1,0,28,1147,9,0,6,0
3,0,0,6,50,78,1479,1437,155,3,0,50,1147,8,0,5,0
1,0,0,4,19,42,1480,1438,155,1,0,19,1147,6,0,5,0
3,0,0,4,35,59,1481,1439,155,3,0,35,1147,6,0,5,0
4,0,0,4,38,62,1482,1440,155,4,0,38,1147,6,0,5,0
4,0,0,4,39,63,1483,1441,155,4,0,39,1147,6,0,5,0
1,0,0,6,36,63,1484,1442,155,1,0,36,1147,11,0,6,0
1,0,0,8,43,72,1485,1443,155,1,0,43,1147,11,0,6,0
1,0,0,3,31,56,1486,1444,155,1,0,31,1147,8,0,5,0
1,0,0,9,46,75,1487,1445,155,1,0,46,1147,14,0,7,0
1,0,0,6,35,62,1488,1446,155,1,0,35,1147,22,0,8,0
1,0,0,9,46,75,1489,1447,155,1,0,46,1147,14,0,7,0
3,0,0,8,52,79,1491,1448,155,3,0,52,1147,6,0,5,0
1,0,0,7,50,79,1492,1449,155,1,0,50,1147,23,0,9,0
4,0,0,7,56,84,1493,1450,155,4,0,56,1147,22,0,9,0
1,0,0,8,30,57,1494,1451,155,1,0,30,1147,13,0,6,0
1,0,0,7,46,74,1495,1452,155,1,0,46,1147,19,0,8,0
2,0,0,4,26,50,1496,1453,155,2,0,26,1147,6,0,5,0
4,0,1,6,52,83,1497,1454,155,4,0,52,1147,18,0,6,0
1,0,0,8,47,74,1498,1455,155,1,0,47,1147,17,0,7,0
4,0,0,8,64,76,1499,1456,155,4,0,64,1147,8,2,4,0
1,0,0,9,52,80,1500,1457,155,1,0,52,1147,26,2,7,0
1,0,0,7,40,68,1501,1458,155,1,0,40,1147,24,0,8,0
1,0,0,5,17,40,1502,1459,155,1,0,17,1147,13,0,6,0
1,0,0,7,32,58,1503,1460,155,1,0,32,1147,14,0,6,0
5,0,0,4,42,66,1504,1461,155,5,0,42,1147,6,0,5,0
1,0,0,0,1,21,1490,1462,155,1,0,1,1147,3,0,3,0
1,0,0,0,1,21,1467,1463,154,1,0,1,1147,3,0,3,0
1,0,0,0,1,21,1447,1464,152,1,0,1,1147,3,0,3,0
18,0,0,11,136,168,1505,1465,156,18,0,136,1147,10,0,7,0
5,0,0,0,31,58,1509,1466,156,5,0,31,1147,6,0,5,0
3,0,0,9,66,93,1507,1467,156,3,0,66,1147,6,0,5,0
32,0,0,3,265,305,1508,1468,156,32,0,265,1147,16,0,7,0
4,0,0,5,55,81,1510,1469,156,4,0,55,1147,16,4,6,0
9,0,0,9,82,112,1511,1470,156,9,0,82,1147,21,2,7,0
1,0,0,5,17,40,1512,1471,156,1,0,17,1147,5,0,5,0
2,0,0,8,62,92,1513,1472,156,2,0,62,1147,20,4,7,0
2,0,0,5,46,72,1514,1473,156,2,0,46,1147,8,0,6,0
2,0,0,8,49,78,1515,1474,156,2,0,49,1147,8,0,6,0
3,0,0,5,48,74,1516,1475,156,3,0,48,1147,8,3,6,0
4,0,0,9,72,103,1517,1476,156,4,0,72,1147,18,5,7,0
9,0,0,5,65,91,1518,1477,156,9,0,65,1147,8,3,6,0
12,0,0,9,99,130,1519,1478,156,12,0,99,1147,18,5,7,0
6,0,0,5,57,83,1520,1479,156,6,0,57,1147,8,3,6,0
7,0,0,9,82,113,1521,1480,156,7,0,82,1147,18,5,7,0
3,0,0,5,42,68,1522,1481,156,3,0,42,1147,8,0,6,0
3,0,0,8,36,62,1523,1482,156,3,0,36,1147,8,0,6,0
1,0,0,0,1,21,1506,1483,156,1,0,1,1147,3,0,3,0
19,0,0,0,127,169,1524,1484,157,19,0,127,15,15,0,7,1
12,0,0,0,69,99,1525,1485,157,12,0,69,15,37,0,9,0
15,0,0,23,130,177,1526,1486,157,15,0,130,2899,62,2,13,1
1,0,0,13,17,48,1527,1487,157,1,0,17,15,12,0,6,0
1,0,0,15,19,53,1528,1488,157,1,0,19,15,27,6,10,0
16,0,0,5,142,183,1529,1489,157,16,0,142,15,46,0,14,0
23,0,0,5,126,171,1530,1490,157,23,0,126,2899,46,5,12,1
2,0,0,8,34,61,1531,1491,157,2,0,34,2899,10,0,4,1
1,0,12,0,16,124,1532,1492,157,1,0,16,791,67,1,9,0
1,0,0,3,5,24,1533,1493,157,1,0,5,575,9,0,5,0
1,0,0,15,18,51,1534,1494,157,1,0,18,1733,121,6,8,1
4,0,0,5,57,82,1535,1495,157,4,0,57,15,25,1,8,0
1,0,1,2,25,53,1536,1496,157,1,0,25,2053,11,0,3,0
1,0,0,17,65,101,1537,1497,157,1,0,65,15,18,0,7,0
8,0,0,58,280,359,1538,1498,157,8,0,280,15,20,4,7,0
1,0,0,7,10,36,1540,1499,157,1,0,10,15,9,0,5,1
1,0,0,41,54,115,1541,1500,157,1,0,54,15,57,0,10,1
38,0,1,17,241,291,1542,1501,157,38,0,241,15,82,3,15,1
3,0,0,0,13,34,1539,1502,157,3,0,13,15,9,0,5,0
1,0,0,2,6,26,1543,1503,157,1,0,6,1733,8,1,5,0
16,0,0,42,197,264,1544,1504,157,16,0,197,15,124,0,11,1
1,0,0,10,15,44,1545,1505,157,1,0,15,15,29,0,8,0
1,0,0,10,15,43,1546,1506,157,1,0,15,15,27,0,8,0
3,0,0,0,14,35,1547,1507,157,3,0,14,15,9,0,5,0
15,0,6,9,120,192,1549,1508,157,15,0,120,15,139,0,11,1
1,0,0,1,8,28,1550,1509,157,1,0,8,15,13,0,6,0
17,0,0,0,99,132,1551,1510,157,17,0,99,15,79,1,12,0
1,0,0,2,4,22,1552,1511,157,1,0,4,2899,8,0,3,0
23,0,0,3,128,161,1553,1512,157,23,0,128,15,37,0,11,1
1,0,0,15,25,58,1554,1513,157,1,0,25,1733,10,0,4,0
12,0,0,0,59,86,1555,1514,157,12,0,59,15,17,0,9,0
1,0,0,0,10,32,1556,1515,157,1,0,10,753,5,0,3,0
29,0,0,3,161,198,1557,1516,157,29,0,161,15,67,5,12,1
1,0,0,3,8,29,1558,1517,157,1,0,8,1733,8,1,5,0
16,0,0,0,118,151,1559,1518,157,16,0,118,15,43,0,9,1
12,0,0,0,96,129,1560,1519,157,12,0,96,15,34,0,9,1
1,0,0,2,5,26,1561,1520,157,1,0,5,753,4,0,3,0
1,0,0,2,5,25,1562,1521,157,1,0,5,2899,5,0,2,0
1,0,3,0,6,49,1563,1522,157,1,0,6,791,11,0,6,0
1,0,0,2,5,25,1564,1523,157,1,0,5,1733,12,0,4,0
18,0,1,26,172,234,1565,1524,157,18,0,172,15,49,0,12,0
66,0,1,22,456,555,1566,1525,157,66,0,456,15,84,4,14,1
53,0,0,10,260,312,1568,1526,157,53,0,260,15,18,0,8,1
6,0,1,0,86,132,1567,1527,157,6,0,86,15,12,0,7,1
22,0,0,6,145,193,1569,1528,157,22,0,145,15,89,1,13,0
20,0,0,8,173,208,1575,1529,159,20,0,173,15,29,0,12,0
4,0,0,4,40,64,1576,1530,159,4,0,40,15,10,0,6,0
1,0,0,0,1,21,1574,1531,159,1,0,1,15,6,0,4,0
1,0,0,0,1,22,1548,1532,157,1,0,1,15,6,0,4,0
6,0,0,3,23,45,1577,1533,160,6,0,23,15,9,0,5,0
6,0,0,3,23,45,1578,1534,160,6,0,23,15,11,0,6,0
1,0,0,0,24,50,1579,1535,160,1,0,24,15,15,0,7,1
2,0,0,12,44,75,1580,1536,160,2,0,44,15,15,0,7,1
1,0,0,0,17,39,1581,1537,160,1,0,17,15,12,0,5,0
40,0,0,0,310,534,1582,1538,160,40,0,310,15,25,5,9,0
40,0,0,0,253,324,1583,1539,160,40,0,253,15,33,6,9,0
1,0,0,3,6,27,1584,1540,160,1,0,6,753,3,0,2,0
9,0,0,0,67,103,1585,1541,160,9,0,67,15,14,4,7,0
1,0,0,0,22,47,1586,1542,160,1,0,22,15,12,0,5,0
25,0,0,0,261,483,1587,1543,160,25,0,261,15,20,1,8,0
27,0,0,0,202,271,1588,1544,160,27,0,202,15,25,2,8,0
1,0,0,11,14,44,1589,1545,160,1,0,14,15,18,0,7,1
6,0,0,21,133,175,1590,1546,160,6,0,133,15,19,0,7,0
12,0,0,18,125,166,1591,1547,160,12,0,125,15,23,0,7,1
8,0,0,0,116,163,1592,1548,160,8,0,116,15,12,1,5,0
2,0,0,66,208,299,1593,1549,160,2,0,208,15,23,0,8,0
27,0,4,16,189,276,1594,1550,160,27,0,189,15,63,2,11,0
48,0,2,9,247,293,1595,1551,160,48,0,247,15,26,0,10,0
1,0,3,0,8,44,1596,1552,160,1,0,8,15,13,0,7,0
1,0,1,1,4,27,1597,1553,160,1,0,4,15,17,0,8,0
15,0,0,0,106,137,1598,1554,160,15,0,106,15,64,0,11,1
1,0,0,3,6,29,1599,1555,160,1,0,6,288,17,0,9,0
10,0,0,26,238,289,1600,1556,160,10,0,238,15,51,1,9,1
9,0,0,23,151,202,1601,1557,160,9,0,151,15,58,7,12,1
11,0,0,31,195,260,1602,1558,160,11,0,195,15,45,0,11,0
1,0,0,0,56,100,1603,1559,160,1,0,56,15,13,0,7,0
3,0,0,2,50,77,1604,1560,160,3,0,50,15,41,0,10,0
1,0,0,6,8,31,1605,1561,160,1,0,8,15,17,0,7,0
11,0,0,0,94,131,1606,1562,160,11,0,94,15,25,0,8,1
1,0,0,3,32,58,1607,1563,160,1,0,32,15,12,0,7,0
1,0,1,3,13,38,1608,1564,160,1,0,13,575,6,0,4,0
1,0,1,2,5,29,1609,1565,160,1,0,5,15,8,0,5,0
1,0,0,4,8,30,1610,1566,160,1,0,8,15,12,0,5,0
55,0,0,20,252,292,1611,1567,160,55,0,252,15,21,0,8,1
19,0,0,37,191,250,1612,1568,160,19,0,191,15,29,0,11,0
26,0,0,29,168,219,1613,1569,160,26,0,168,15,25,0,10,0
1,0,0,5,8,31,1615,1570,160,1,0,8,15,11,0,6,0
1,0,0,2,4,23,1616,1571,160,1,0,4,15,13,0,7,0
4,0,0,0,30,59,1617,1572,160,4,0,30,15,11,1,5,0
1,0,1,1,4,25,1618,1573,160,1,0,4,15,13,0,8,0
1,0,0,4,7,32,1619,1574,160,1,0,7,15,12,0,6,0
10,0,0,0,64,93,1620,1575,160,10,0,64,15,23,0,9,0
